date_recorded,lon,lat,easting,northing,enquiry_category,division,client_office,grid_cell,grid_x,grid_y,year,month,dayofweek,hour,is_weekend,is_winter_spring,days_since_apr2016,repeat_within_14d_200m,source_file
2016-04-06 14:31:00,-6.695206399871044,54.29586337594032,285004.202097983,339347.678401853,Public Enquiry,SOUTHERN DIVISION,"ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",1425_1696,1425,1696,2016,4,2,14,0,1,5.604861111111111,0,pothole_enquiries_2016.csv
2016-04-06 14:39:00,-6.699652792411173,54.288028749654636,284730.78930873,338470.296575341,Public Enquiry,SOUTHERN DIVISION,"ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",1423_1692,1423,1692,2016,4,2,14,0,1,5.610416666666667,1,pothole_enquiries_2016.csv
2016-04-06 14:40:00,-6.699392618163366,54.28752461227873,284748.766374067,338414.49586054,Public Enquiry,SOUTHERN DIVISION,"ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",1423_1692,1423,1692,2016,4,2,14,0,1,5.611111111111111,1,pothole_enquiries_2016.csv
2016-04-06 14:42:00,-6.699025155566635,54.2867558691858,284774.273789338,338329.372099871,Public Enquiry,SOUTHERN DIVISION,"ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",1423_1691,1423,1691,2016,4,2,14,0,1,5.6125,0,pothole_enquiries_2016.csv
2016-04-06 14:52:00,-8.025978091203447,54.41820491143666,198361.998251605,352180.467293335,Call Centre Public Enquiry,WESTERN DIVISION,FERMANAGH & OMAGH (WEST),991_1760,991,1760,2016,4,2,14,0,1,5.6194444444444445,0,pothole_enquiries_2016.csv
2016-04-06 14:54:00,-8.03614418260321,54.46610149310755,197704.733169749,357512.466395461,Call Centre Public Enquiry,WESTERN DIVISION,FERMANAGH & OMAGH (WEST),988_1787,988,1787,2016,4,2,14,0,1,5.620833333333334,0,pothole_enquiries_2016.csv
2016-04-06 14:59:00,-6.006153740575788,54.541212065126004,329090.668835304,367702.91173869,Call Centre Public Enquiry,EASTERN DIVISION,CASTLEREAGH / LISBURN,1645_1838,1645,1838,2016,4,2,14,0,1,5.624305555555556,0,pothole_enquiries_2016.csv
2016-04-06 16:07:00,-5.821569992858756,54.852294428448644,339960.192543414,402679.338728145,Call Centre Public Enquiry,NORTHERN DIVISION,MID & EAST ANTRIM,1699_2013,1699,2013,2016,4,2,16,0,1,5.6715277777777775,1,pothole_enquiries_2016.csv
2016-04-06 16:09:50,-6.439706780872309,54.960937983447145,299994.07168692,413713.03681,Public Enquiry,NORTHERN DIVISION,MID & EAST ANTRIM,1499_2068,1499,2068,2016,4,2,16,0,1,5.673495370370371,0,pothole_enquiries_2016.csv
2016-04-06 16:10:00,-5.8390231254397005,54.85389255146305,338833.937523554,402822.48081995,Call Centre Public Enquiry,NORTHERN DIVISION,MID & EAST ANTRIM,1694_2014,1694,2014,2016,4,2,16,0,1,5.673611111111111,1,pothole_enquiries_2016.csv
2016-04-06 16:12:00,-6.153578243447051,54.827833650953416,318711.092394693,399344.039909294,Call Centre Public Enquiry,NORTHERN DIVISION,MID & EAST ANTRIM,1593_1996,1593,1996,2016,4,2,16,0,1,5.675,0,pothole_enquiries_2016.csv
2016-04-06 16:15:00,-6.0977263101403185,54.840347242101416,322262.233624123,400832.875347403,Call Centre Public Enquiry,NORTHERN DIVISION,MID & EAST ANTRIM,1611_2004,1611,2004,2016,4,2,16,0,1,5.677083333333333,0,pothole_enquiries_2016.csv
2016-04-06 16:18:00,-5.6330512721376085,54.66233156352891,352779.588118328,381931.028131319,Public Enquiry,SOUTHERN DIVISION,ARDS & NORTH DOWN,1763_1909,1763,1909,2016,4,2,16,0,1,5.679166666666666,0,pothole_enquiries_2016.csv
2016-04-06 16:26:00,-6.559189725247763,54.758545766306476,292804.557150342,391019.965571848,Public Enquiry,WESTERN DIVISION,MID ULSTER (NORTH),1464_1955,1464,1955,2016,4,2,16,0,1,5.684722222222222,0,pothole_enquiries_2016.csv
2016-04-06 16:28:00,-6.601617008102086,54.61569336265553,290390.191795561,375063.669038356,Call Centre Public Enquiry,WESTERN DIVISION,MID ULSTER (NORTH),1451_1875,1451,1875,2016,4,2,16,0,1,5.686111111111111,0,pothole_enquiries_2016.csv
2016-04-06 16:41:00,-5.471669520233178,54.386831966241445,364293.470700635,351635.610746213,Call Centre Public Enquiry,SOUTHERN DIVISION,ARDS & NORTH DOWN,1821_1758,1821,1758,2016,4,2,16,0,1,5.695138888888889,0,pothole_enquiries_2016.csv
2016-04-06 16:52:00,-5.780427561469124,54.48304126108433,343901.802597479,361666.753235067,Call Centre Public Enquiry,SOUTHERN DIVISION,ARDS & NORTH DOWN,1719_1808,1719,1808,2016,4,2,16,0,1,5.7027777777777775,0,pothole_enquiries_2016.csv
2016-04-06 17:10:00,-6.7040144457455355,54.23627072921878,284552.580657662,332704.153441242,Public Enquiry,SOUTHERN DIVISION,"ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",1422_1663,1422,1663,2016,4,2,17,0,1,5.715277777777778,1,pothole_enquiries_2016.csv
2016-04-06 19:30:00,-6.772478290627042,55.14590252485158,278317.6149061,433878.4642611,Public Enquiry,NORTHERN DIVISION,CAUSEWAY COAST & GLENS (WEST),1391_2169,1391,2169,2016,4,2,19,0,1,5.8125,0,pothole_enquiries_2016.csv
2016-04-06 20:51:00,-5.978136412520659,54.52449761171109,330957.210303362,365894.439070748,Public Enquiry,EASTERN DIVISION,CASTLEREAGH / LISBURN,1654_1829,1654,1829,2016,4,2,20,0,1,5.86875,1,pothole_enquiries_2016.csv
2016-04-06 21:23:00,-5.800498743748231,54.71756161991275,341783.902304731,387726.406814542,Public Enquiry,NORTHERN DIVISION,MID & EAST ANTRIM,1708_1938,1708,1938,2016,4,2,21,0,1,5.8909722222222225,0,pothole_enquiries_2016.csv
2016-04-06 23:37:00,-6.0731330400176144,54.535823684362924,324772.730547362,366982.328645408,Public Enquiry,EASTERN DIVISION,CASTLEREAGH / LISBURN,1623_1834,1623,1834,2016,4,2,23,0,1,5.9840277777777775,1,pothole_enquiries_2016.csv
2016-04-07 05:55:00,-6.073346386033379,54.53637790197514,324757.232193899,367043.633744856,Public Enquiry,EASTERN DIVISION,CASTLEREAGH / LISBURN,1623_1835,1623,1835,2016,4,3,5,0,1,6.246527777777778,0,pothole_enquiries_2016.csv
2016-04-07 07:33:00,-5.9282240273204625,54.59317914109162,333963.08865102,373632.444777121,Public Enquiry,EASTERN DIVISION,BELFAST NORTH,1669_1868,1669,1868,2016,4,3,7,0,1,6.314583333333333,0,pothole_enquiries_2016.csv
2016-04-07 08:47:33,-5.838732323447698,54.85394411644888,338852.43375751,402828.79620304,Public Enquiry,NORTHERN DIVISION,MID & EAST ANTRIM,1694_2014,1694,2014,2016,4,3,8,0,1,6.3663541666666665,0,pothole_enquiries_2016.csv
2016-04-07 09:15:00,-6.452582381833965,54.08317063577908,301319.154808288,315994.464851528,Call Centre Public Enquiry,SOUTHERN DIVISION,NEWRY MOURNE & DOWN (WEST),1506_1579,1506,1579,2016,4,3,9,0,1,6.385416666666667,0,pothole_enquiries_2016.csv
2016-04-07 09:18:00,-6.2810046667400306,54.34737862786615,311830.978593199,345659.384199271,Call Centre Public Enquiry,SOUTHERN DIVISION,"ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",1559_1728,1559,1728,2016,4,3,9,0,1,6.3875,1,pothole_enquiries_2016.csv
2016-04-07 09:21:00,-6.0448718109895605,54.553855229845794,326546.00851113,369039.69888438,Call Centre Public Enquiry,EASTERN DIVISION,BELFAST NORTH,1632_1845,1632,1845,2016,4,3,9,0,1,6.389583333333333,1,pothole_enquiries_2016.csv
2016-04-07 09:22:23,-6.9376733955954855,55.04144361262578,267961.75,422077.03125,Public Enquiry,NORTHERN DIVISION,CAUSEWAY COAST & GLENS (WEST),1339_2110,1339,2110,2016,4,3,9,0,1,6.390543981481481,0,pothole_enquiries_2016.csv
2016-04-07 09:50:04,-7.494066869797267,54.309443391553785,232979.984375,340191.5625,Public Enquiry,WESTERN DIVISION,FERMANAGH & OMAGH (WEST),1164_1700,1164,1700,2016,4,3,9,0,1,6.4097685185185185,0,pothole_enquiries_2016.csv
2016-04-07 09:53:27,-6.026767153946349,54.57581547669596,327648.61354986,371516.55534172,Public Enquiry,EASTERN DIVISION,BELFAST NORTH,1638_1857,1638,1857,2016,4,3,9,0,1,6.412118055555555,1,pothole_enquiries_2016.csv
2016-04-07 10:17:14,-5.808415780162868,54.34076851465372,342580.98393494,345776.30565095,Public Enquiry,SOUTHERN DIVISION,NEWRY MOURNE & DOWN (EAST),1712_1728,1712,1728,2016,4,3,10,0,1,6.428634259259259,0,pothole_enquiries_2016.csv
2016-04-07 10:18:05,-7.210463634599431,54.27356836941484,251484.265625,336367.875,Public Enquiry,WESTERN DIVISION,FERMANAGH & OMAGH (WEST),1257_1681,1257,1681,2016,4,3,10,0,1,6.429224537037037,0,pothole_enquiries_2016.csv
2016-04-07 10:43:43,-7.339012514023806,54.38666679156981,242991.796875,348871.0625,Public Enquiry,WESTERN DIVISION,FERMANAGH & OMAGH (WEST),1214_1744,1214,1744,2016,4,3,10,0,1,6.447025462962963,0,pothole_enquiries_2016.csv
2016-04-07 10:46:00,-5.945757680138392,54.54878720706542,332974.341700979,368658.519317916,Call Centre Public Enquiry,EASTERN DIVISION,BELFAST SOUTH,1664_1843,1664,1843,2016,4,3,10,0,1,6.448611111111111,1,pothole_enquiries_2016.csv
2016-04-07 10:53:33,-6.575818523293152,54.48568880324542,292349.92874459,360626.6136333,Public Enquiry,SOUTHERN DIVISION,"ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",1461_1803,1461,1803,2016,4,3,10,0,1,6.453854166666667,0,pothole_enquiries_2016.csv
2016-04-07 11:03:00,-6.677339166122591,54.230862330672814,286303.111194822,332134.443131852,Public Enquiry,SOUTHERN DIVISION,"ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",1431_1660,1431,1660,2016,4,3,11,0,1,6.460416666666666,1,pothole_enquiries_2016.csv
2016-04-07 11:05:00,-6.677650302338991,54.23122292461531,286282.070313997,332174.198479829,Public Enquiry,SOUTHERN DIVISION,"ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",1431_1660,1431,1660,2016,4,3,11,0,1,6.461805555555555,1,pothole_enquiries_2016.csv
2016-04-07 11:06:00,-5.877483593403132,54.596346017743265,337231.694893963,374082.792869312,Call Centre Public Enquiry,EASTERN DIVISION,BELFAST SOUTH,1686_1870,1686,1870,2016,4,3,11,0,1,6.4625,1,pothole_enquiries_2016.csv
2016-04-07 11:07:00,-6.677473276560492,54.23103478903835,286294.006290268,332153.474544467,Public Enquiry,SOUTHERN DIVISION,"ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",1431_1660,1431,1660,2016,4,3,11,0,1,6.4631944444444445,1,pothole_enquiries_2016.csv
2016-04-07 11:08:00,-5.87721641406331,54.59711506499802,337246.374341764,374168.905633145,Call Centre Public Enquiry,EASTERN DIVISION,BELFAST SOUTH,1686_1870,1686,1870,2016,4,3,11,0,1,6.463888888888889,0,pothole_enquiries_2016.csv
2016-04-07 11:12:00,-6.487422474965512,54.18429035559467,298798.324432773,327199.687554246,Call Centre Public Enquiry,SOUTHERN DIVISION,NEWRY MOURNE & DOWN (WEST),1493_1635,1493,1635,2016,4,3,11,0,1,6.466666666666667,0,pothole_enquiries_2016.csv
2016-04-07 11:13:00,-6.677247971024835,54.23073690595464,286309.319577297,332120.594317782,Public Enquiry,SOUTHERN DIVISION,"ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",1431_1660,1431,1660,2016,4,3,11,0,1,6.467361111111111,1,pothole_enquiries_2016.csv
2016-04-07 11:14:00,-5.662130733217714,54.64460045916306,350969.257510685,379894.845828126,Public Enquiry,SOUTHERN DIVISION,ARDS & NORTH DOWN,1754_1899,1754,1899,2016,4,3,11,0,1,6.468055555555556,0,pothole_enquiries_2016.csv
2016-04-07 11:16:00,-6.677838056952755,54.231404788191675,286269.447908739,332194.211242412,Public Enquiry,SOUTHERN DIVISION,"ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",1431_1660,1431,1660,2016,4,3,11,0,1,6.469444444444444,1,pothole_enquiries_2016.csv
2016-04-07 11:17:00,-6.484901583990867,54.18875201983561,298952.23682763,327699.799092366,Call Centre Public Enquiry,SOUTHERN DIVISION,NEWRY MOURNE & DOWN (WEST),1494_1638,1494,1638,2016,4,3,11,0,1,6.470138888888889,0,pothole_enquiries_2016.csv
2016-04-07 11:17:00,-6.678084820159487,54.231639955420654,286252.866656699,332220.084875922,Public Enquiry,SOUTHERN DIVISION,"ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",1431_1661,1431,1661,2016,4,3,11,0,1,6.470138888888889,0,pothole_enquiries_2016.csv
2016-04-07 11:19:00,-6.221398073425262,54.58761681019694,315030.844619246,372494.126242598,Call Centre Public Enquiry,EASTERN DIVISION,CASTLEREAGH / LISBURN,1575_1862,1575,1862,2016,4,3,11,0,1,6.471527777777778,1,pothole_enquiries_2016.csv
2016-04-07 11:30:00,-6.435506538681437,54.173644095909815,302213.680762684,326088.600065798,Call Centre Public Enquiry,SOUTHERN DIVISION,NEWRY MOURNE & DOWN (WEST),1511_1630,1511,1630,2016,4,3,11,0,1,6.479166666666667,0,pothole_enquiries_2016.csv
2016-04-07 11:34:00,-6.0298055058501365,54.576317323801874,327450.59617368,371566.897745122,Call Centre Public Enquiry,EASTERN DIVISION,BELFAST NORTH,1637_1857,1637,1857,2016,4,3,11,0,1,6.481944444444444,1,pothole_enquiries_2016.csv
2016-04-07 11:38:00,-7.137844926151903,54.67745592370834,255664.162160086,381381.475898804,Call Centre Public Enquiry,WESTERN DIVISION,FERMANAGH & OMAGH (EAST),1278_1906,1278,1906,2016,4,3,11,0,1,6.4847222222222225,0,pothole_enquiries_2016.csv
2016-04-07 11:41:00,-6.4996749877384925,54.933313829823604,296219.007973347,410554.058411569,Call Centre Public Enquiry,NORTHERN DIVISION,CAUSEWAY COAST & GLENS (EAST),1481_2052,1481,2052,2016,4,3,11,0,1,6.486805555555556,0,pothole_enquiries_2016.csv
2016-04-07 11:41:00,-5.686316562458276,54.59651413978725,349584.546633477,374491.57489287,Call Centre Public Enquiry,SOUTHERN DIVISION,ARDS & NORTH DOWN,1747_1872,1747,1872,2016,4,3,11,0,1,6.486805555555556,0,pothole_enquiries_2016.csv
2016-04-07 11:44:00,-6.7439606812664,54.32541831131546,281771.356811723,342579.695983399,Call Centre Public Enquiry,SOUTHERN DIVISION,"ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",1408_1712,1408,1712,2016,4,3,11,0,1,6.488888888888889,0,pothole_enquiries_2016.csv
2016-04-07 12:18:00,-6.126560407569915,54.40566894383335,321700.521858187,352402.859736925,Call Centre Public Enquiry,SOUTHERN DIVISION,"ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",1608_1762,1608,1762,2016,4,3,12,0,1,6.5125,0,pothole_enquiries_2016.csv
2016-04-07 13:07:00,-6.029132303707456,54.576153686980334,327494.633826636,371549.905875136,Call Centre Public Enquiry,EASTERN DIVISION,BELFAST NORTH,1637_1857,1637,1857,2016,4,3,13,0,1,6.5465277777777775,1,pothole_enquiries_2016.csv
2016-04-07 13:34:00,-5.8174312980641805,54.64729005374107,340936.197314129,379871.465222808,Public Enquiry,SOUTHERN DIVISION,ARDS & NORTH DOWN,1704_1899,1704,1899,2016,4,3,13,0,1,6.565277777777778,0,pothole_enquiries_2016.csv
2016-04-07 13:54:00,-6.40319851303652,54.06871324264591,304587.149374014,314457.249618225,Call Centre Public Enquiry,SOUTHERN DIVISION,NEWRY MOURNE & DOWN (WEST),1522_1572,1522,1572,2016,4,3,13,0,1,6.579166666666667,0,pothole_enquiries_2016.csv
2016-04-07 14:26:00,-5.939724848744523,54.54712327959193,333370.087151967,368484.755038587,Call Centre Public Enquiry,EASTERN DIVISION,BELFAST SOUTH,1666_1842,1666,1842,2016,4,3,14,0,1,6.601388888888889,0,pothole_enquiries_2016.csv
2016-04-07 14:28:00,-7.289923244148422,54.992635009921294,245498.411812469,416357.824488645,Call Centre Public Enquiry,WESTERN DIVISION,LONDONDERRY & STRABANE,1227_2081,1227,2081,2016,4,3,14,0,1,6.602777777777778,1,pothole_enquiries_2016.csv
2016-04-07 14:34:00,-6.706055661405071,54.23725416336918,284417.484708393,332811.17204008,Public Enquiry,SOUTHERN DIVISION,"ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",1422_1664,1422,1664,2016,4,3,14,0,1,6.606944444444444,1,pothole_enquiries_2016.csv
2016-04-07 14:34:00,-6.7060342037338145,54.2373335760328,284418.721680744,332820.03666686,Public Enquiry,SOUTHERN DIVISION,"ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",1422_1664,1422,1664,2016,4,3,14,0,1,6.606944444444444,0,pothole_enquiries_2016.csv
2016-04-07 14:34:00,-5.993915752693944,54.75628937221711,329198.608009473,391663.214246129,Public Enquiry,NORTHERN DIVISION,ANTRIM & NEWTOWNABBEY,1645_1958,1645,1958,2016,4,3,14,0,1,6.606944444444444,0,pothole_enquiries_2016.csv
2016-04-07 14:36:09,-7.545185790497915,54.70071699970593,229370.92116995,383724.36607619,Complaints,WESTERN DIVISION,LONDONDERRY & STRABANE,1146_1918,1146,1918,2016,4,3,14,0,1,6.6084375,0,pothole_enquiries_2016.csv
2016-04-07 14:38:00,-6.00001416455618,54.75499001762021,328810.174956958,391507.380797734,Public Enquiry,NORTHERN DIVISION,ANTRIM & NEWTOWNABBEY,1644_1957,1644,1957,2016,4,3,14,0,1,6.6097222222222225,0,pothole_enquiries_2016.csv
2016-04-07 14:40:00,-5.990320661946829,54.759630155379114,329419.36769908,392041.671206229,Public Enquiry,NORTHERN DIVISION,ANTRIM & NEWTOWNABBEY,1647_1960,1647,1960,2016,4,3,14,0,1,6.611111111111111,1,pothole_enquiries_2016.csv
2016-04-07 14:44:00,-6.049487175678971,54.488602515017284,326448.878199491,361768.932997884,Call Centre Public Enquiry,EASTERN DIVISION,CASTLEREAGH / LISBURN,1632_1808,1632,1808,2016,4,3,14,0,1,6.613888888888889,0,pothole_enquiries_2016.csv
2016-04-07 14:54:00,-5.692201314305114,54.478031388685,349637.165710984,361293.187262334,Public Enquiry,SOUTHERN DIVISION,ARDS & NORTH DOWN,1748_1806,1748,1806,2016,4,3,14,0,1,6.620833333333334,1,pothole_enquiries_2016.csv
2016-04-07 14:55:00,-5.692319331491827,54.47804697271995,349629.460429867,361294.670682633,Public Enquiry,SOUTHERN DIVISION,ARDS & NORTH DOWN,1748_1806,1748,1806,2016,4,3,14,0,1,6.621527777777778,0,pothole_enquiries_2016.csv
2016-04-07 14:59:00,-6.0686367318693115,54.51009690200215,325142.381921234,364126.972979562,Public Enquiry,EASTERN DIVISION,CASTLEREAGH / LISBURN,1625_1820,1625,1820,2016,4,3,14,0,1,6.624305555555556,0,pothole_enquiries_2016.csv
2016-04-07 15:36:00,-6.063265954187082,54.79636971327062,324611.212333732,395998.720048424,Call Centre Public Enquiry,NORTHERN DIVISION,ANTRIM & NEWTOWNABBEY,1623_1979,1623,1979,2016,4,3,15,0,1,6.65,1,pothole_enquiries_2016.csv
2016-04-07 16:02:00,-6.1356682585492806,54.58996807318044,320565.50634303,372899.480846209,Call Centre Public Enquiry,EASTERN DIVISION,CASTLEREAGH / LISBURN,1602_1864,1602,1864,2016,4,3,16,0,1,6.668055555555555,0,pothole_enquiries_2016.csv
2016-04-07 16:17:00,-6.293099809493807,54.4353141395411,310807.35861678,355427.521069185,Call Centre Public Enquiry,SOUTHERN DIVISION,"ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",1554_1777,1554,1777,2016,4,3,16,0,1,6.678472222222222,1,pothole_enquiries_2016.csv
2016-04-07 16:39:00,-5.919619939575663,54.26461985040679,335599.775504512,337082.45629212,Call Centre Public Enquiry,SOUTHERN DIVISION,NEWRY MOURNE & DOWN (EAST),1677_1685,1677,1685,2016,4,3,16,0,1,6.69375,0,pothole_enquiries_2016.csv
2016-04-07 16:40:00,-6.561917756531603,55.20727151737223,291601.702419224,440966.354594675,Public Enquiry,NORTHERN DIVISION,CAUSEWAY COAST & GLENS (WEST),1458_2204,1458,2204,2016,4,3,16,0,1,6.694444444444445,0,pothole_enquiries_2016.csv
2016-04-07 16:48:00,-5.909040676709946,54.26467091645022,336288.822566421,337108.517202897,Call Centre Public Enquiry,SOUTHERN DIVISION,NEWRY MOURNE & DOWN (EAST),1681_1685,1681,1685,2016,4,3,16,0,1,6.7,0,pothole_enquiries_2016.csv
2016-04-07 20:00:00,-5.779139286265666,54.62078253418774,343500.906574176,376998.868654465,Public Enquiry,SOUTHERN DIVISION,ARDS & NORTH DOWN,1717_1884,1717,1884,2016,4,3,20,0,1,6.833333333333333,0,pothole_enquiries_2016.csv
2016-04-07 20:06:00,-6.120238212240594,54.51392499338414,321789.17356471,364462.489343955,Public Enquiry,EASTERN DIVISION,CASTLEREAGH / LISBURN,1608_1822,1608,1822,2016,4,3,20,0,1,6.8375,1,pothole_enquiries_2016.csv
2016-04-07 21:55:00,-6.042627838243921,54.55612615458931,326684.137586369,369296.488457988,Public Enquiry,EASTERN DIVISION,BELFAST NORTH,1633_1846,1633,1846,2016,4,3,21,0,1,6.913194444444445,1,pothole_enquiries_2016.csv
2016-04-07 21:58:00,-6.007417075918107,54.55771366184887,328956.855017592,369537.174411665,Public Enquiry,EASTERN DIVISION,BELFAST NORTH,1644_1847,1644,1847,2016,4,3,21,0,1,6.915277777777778,0,pothole_enquiries_2016.csv
2016-04-07 21:59:00,-5.994840900876173,54.557425215367154,329771.26750919,369528.20640037,Public Enquiry,EASTERN DIVISION,BELFAST SOUTH,1648_1847,1648,1847,2016,4,3,21,0,1,6.915972222222222,0,pothole_enquiries_2016.csv
2016-04-07 22:09:00,-6.851796487342952,54.280219821332324,274837.366177265,337429.134831851,Public Enquiry,SOUTHERN DIVISION,"ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",1374_1687,1374,1687,2016,4,3,22,0,1,6.922916666666667,0,pothole_enquiries_2016.csv
2016-04-07 22:30:00,-5.966975613772227,54.63169153536798,331334.557824181,377845.602942608,Public Enquiry,EASTERN DIVISION,BELFAST NORTH,1656_1889,1656,1889,2016,4,3,22,0,1,6.9375,1,pothole_enquiries_2016.csv
2016-04-07 22:54:00,-5.925333946877963,54.75500560711764,333617.452274339,391648.805147355,Public Enquiry,NORTHERN DIVISION,ANTRIM & NEWTOWNABBEY,1668_1958,1668,1958,2016,4,3,22,0,1,6.954166666666667,0,pothole_enquiries_2016.csv
2016-04-07 23:20:00,-7.804075640894388,54.36392689936493,212784.516708489,346155.907498159,Public Enquiry,WESTERN DIVISION,FERMANAGH & OMAGH (WEST),1063_1730,1063,1730,2016,4,3,23,0,1,6.972222222222222,0,pothole_enquiries_2016.csv
2016-04-07 23:36:00,-6.0786942149996275,54.46448079788192,324629.698187477,359032.166430244,Public Enquiry,EASTERN DIVISION,CASTLEREAGH / LISBURN,1623_1795,1623,1795,2016,4,3,23,0,1,6.983333333333333,0,pothole_enquiries_2016.csv
2016-04-07 23:46:00,-6.075355196848003,54.46740105424506,324837.290704054,359363.098746084,Public Enquiry,EASTERN DIVISION,CASTLEREAGH / LISBURN,1624_1796,1624,1796,2016,4,3,23,0,1,6.990277777777778,0,pothole_enquiries_2016.csv
2016-04-08 09:41:14,-7.389529810784365,54.813026842077264,239297.34258671,396302.9917749,Complaints,WESTERN DIVISION,LONDONDERRY & STRABANE,1196_1981,1196,1981,2016,4,4,9,0,1,7.40363425925926,0,pothole_enquiries_2016.csv
2016-04-08 09:57:00,-6.183905294901456,54.396658419398,318003.09307916,351302.468002603,Call Centre Public Enquiry,SOUTHERN DIVISION,"ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",1590_1756,1590,1756,2016,4,4,9,0,1,7.414583333333334,0,pothole_enquiries_2016.csv
2016-04-08 10:02:00,-7.358568179406326,54.72747401524758,241375.085136261,386796.95814933,Call Centre Public Enquiry,WESTERN DIVISION,LONDONDERRY & STRABANE,1206_1933,1206,1933,2016,4,4,10,0,1,7.418055555555555,0,pothole_enquiries_2016.csv
2016-04-08 10:06:00,-5.828663787041322,54.857217953548364,339487.667826341,403213.168494067,Call Centre Public Enquiry,NORTHERN DIVISION,MID & EAST ANTRIM,1697_2016,1697,2016,2016,4,4,10,0,1,7.420833333333333,0,pothole_enquiries_2016.csv
2016-04-08 10:28:00,-6.2652657235015505,55.20509668017041,310491.863464412,441153.864890627,Public Enquiry,NORTHERN DIVISION,CAUSEWAY COAST & GLENS (EAST),1552_2205,1552,2205,2016,4,4,10,0,1,7.436111111111111,0,pothole_enquiries_2016.csv
2016-04-08 10:48:26,-6.216801964606712,54.619606225705596,315237.5625,376062.15625,Public Enquiry,NORTHERN DIVISION,ANTRIM & NEWTOWNABBEY,1576_1880,1576,1880,2016,4,4,10,0,1,7.450300925925926,0,pothole_enquiries_2016.csv
2016-04-08 11:13:00,-6.137162005886641,54.408572151838,321003.636564121,352707.719537373,Call Centre Public Enquiry,SOUTHERN DIVISION,"ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",1605_1763,1605,1763,2016,4,4,11,0,1,7.467361111111111,0,pothole_enquiries_2016.csv
2016-04-08 11:13:00,-6.20755410979826,54.158212753580344,317141.656492895,324724.886335749,Call Centre Public Enquiry,SOUTHERN DIVISION,NEWRY MOURNE & DOWN (WEST),1585_1623,1585,1623,2016,4,4,11,0,1,7.467361111111111,0,pothole_enquiries_2016.csv
2016-04-08 11:20:00,-6.224068661679652,54.13461610630719,316128.950439434,322071.454804712,Call Centre Public Enquiry,SOUTHERN DIVISION,NEWRY MOURNE & DOWN (WEST),1580_1610,1580,1610,2016,4,4,11,0,1,7.472222222222222,0,pothole_enquiries_2016.csv
2016-04-08 11:48:00,-5.966903925446256,54.63130151028185,331340.443401264,377802.328113499,Public Enquiry,EASTERN DIVISION,BELFAST NORTH,1656_1889,1656,1889,2016,4,4,11,0,1,7.491666666666666,1,pothole_enquiries_2016.csv
2016-04-08 12:23:00,-6.282455218315568,54.34633732922079,311739.485938151,345541.188750629,Call Centre Public Enquiry,SOUTHERN DIVISION,"ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",1558_1727,1558,1727,2016,4,4,12,0,1,7.5159722222222225,1,pothole_enquiries_2016.csv
2016-04-08 12:34:00,-5.821909032510688,54.85348135518833,339934.311965618,402810.763651794,Public Enquiry,NORTHERN DIVISION,MID & EAST ANTRIM,1699_2014,1699,2014,2016,4,4,12,0,1,7.523611111111111,0,pothole_enquiries_2016.csv
2016-04-08 12:42:00,-5.615526325619152,54.61558975505232,354086.876943503,376767.449567094,Call Centre Public Enquiry,SOUTHERN DIVISION,ARDS & NORTH DOWN,1770_1883,1770,1883,2016,4,4,12,0,1,7.529166666666667,1,pothole_enquiries_2016.csv
2016-04-08 13:11:00,-5.975112523207102,54.72977777574422,330494.184235574,388747.278965572,Public Enquiry,NORTHERN DIVISION,ANTRIM & NEWTOWNABBEY,1652_1943,1652,1943,2016,4,4,13,0,1,7.549305555555556,0,pothole_enquiries_2016.csv
2016-04-08 13:13:00,-5.996846586628682,54.74962245911571,329031.147732131,390915.791374224,Public Enquiry,NORTHERN DIVISION,ANTRIM & NEWTOWNABBEY,1645_1954,1645,1954,2016,4,4,13,0,1,7.550694444444445,1,pothole_enquiries_2016.csv
