"ENQUIRY_TYPE","ENQUIRY_CATEGORY","DATE_RECORDED","DIVISION","CLIENT_OFFICE_NAME","EASTING","NORTHING","APPROVAL_STATUS_NAME"
"Pothole","Call Centre Public Enquiry",08/12/2017 12:14:00,"NORTHERN DIVISION","MID & EAST ANTRIM",319861.93887054,410364.33898484,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",08/12/2017 12:43:00,"WESTERN DIVISION","MID ULSTER (NORTH)",287803.60361105,382365.29915967,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",08/12/2017 12:54:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",315764.81511938,346443.31167979,"New Enquiries"
"Pothole","Call Centre Public Enquiry",08/12/2017 12:58:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",244191.52271188,412857.94320972,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",08/12/2017 13:40:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",248398.16071879,421876.13773175,"Completed Enquiries"
"Pothole","Public Enquiry",08/12/2017 16:54:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",296633.63724495,354565.17760985,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",08/12/2017 16:55:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",304964.68776991,418455.12262926,"Completed Enquiries"
"Pothole","Public Enquiry",08/12/2017 17:03:00,"WESTERN DIVISION","MID ULSTER (NORTH)",279827.17107997,394978.67588474,"Completed Enquiries"
"Pothole","Public Enquiry",08/12/2017 18:07:00,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",197872.62557081,351676.57060044,"New Enquiries"
"Pothole","Public Enquiry",08/12/2017 18:08:00,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",198109.62679028,351749.37318024,"New Enquiries"
"Pothole","Public Enquiry",08/12/2017 18:28:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",308180.18910494,324706.49419883,"Completed Enquiries"
"Pothole","Public Enquiry",09/12/2017 11:48:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",287613.72169034,436708.79416739,"Completed Enquiries"
"Pothole","Public Enquiry",09/12/2017 11:50:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",287911.3127803,435858.14552921,"Completed Enquiries"
"Pothole","Public Enquiry",09/12/2017 22:33:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",293620.63385829,348271.00952501,"Completed Enquiries"
"Pothole","Public Enquiry",09/12/2017 23:32:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",340111.54768863,378398.60557518,"Completed Enquiries"
"Pothole","Public Enquiry",09/12/2017 23:37:00,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",232233.66929132,341221.25612776,"New Enquiries"
"Pothole","Public Enquiry",10/12/2017 15:00:00,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",221213.56354249,361476.10969644,"Completed Enquiries"
"Pothole","Public Enquiry",10/12/2017 16:44:00,"NORTHERN DIVISION","MID & EAST ANTRIM",337199.58708495,390388.42640022,"Completed Enquiries"
"Pothole","Public Enquiry",10/12/2017 17:19:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",245879.8047477,421085.19867073,"Completed Enquiries"
"Pothole","Public Enquiry",11/12/2017 08:47:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",341837.15132079,374634.1093472,"Completed Enquiries"
"Pothole","Public Enquiry",11/12/2017 09:07:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",335764.47864279,360537.13180509,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",11/12/2017 09:17:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",246921.25213784,372542.32194564,"New Enquiries"
"Pothole","Call Centre Public Enquiry",11/12/2017 09:19:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",246412.45737025,372174.15350097,"New Enquiries"
"Pothole","Call Centre Public Enquiry",11/12/2017 09:39:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",233279.29017439,355338.31417746,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",11/12/2017 09:59:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",343520.39899244,365446.29106341,"Completed Enquiries"
"Pothole","Public Enquiry",11/12/2017 10:02:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",345305.23750009,368920.36874782,"New Enquiries"
"Pothole","Public Enquiry",11/12/2017 10:44:00,"WESTERN DIVISION","MID ULSTER (NORTH)",291570.39196511,372133.48090763,"Completed Enquiries"
"Pothole","Public Enquiry",11/12/2017 10:56:07,"EASTERN DIVISION","BELFAST NORTH",327992.78125,370148.375,"Completed Enquiries"
"Pothole","Public Enquiry",11/12/2017 10:59:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",284335.72368978,329650.59997036,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",11/12/2017 11:42:00,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",239692.60409787,330146.96143425,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",11/12/2017 12:18:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",249910.18503937,415308.57526882,"Completed Enquiries"
"Pothole","Public Enquiry",11/12/2017 12:22:00,"NORTHERN DIVISION","MID & EAST ANTRIM",307895.67951486,402705.23039963,"Completed Enquiries"
"Pothole","Public Enquiry",11/12/2017 13:33:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",259796.33350005,399204.98008478,"Completed Enquiries"
"Pothole","Public Enquiry",11/12/2017 13:35:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",259679.42050581,399021.75576,"Completed Enquiries"
"Pothole","Public Enquiry",11/12/2017 13:59:40,"SOUTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",11/12/2017 14:14:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (EAST)",352375.29679959,353818.40932182,"Completed Enquiries"
"Pothole","Public Enquiry",11/12/2017 14:21:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",305758.37165565,329594.64406062,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",11/12/2017 14:23:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",263106.99795741,383058.47870628,"Completed Enquiries"
"Pothole","Public Enquiry",11/12/2017 14:30:00,"NORTHERN DIVISION","MID & EAST ANTRIM",314090.74634523,406275.83032695,"Completed Enquiries"
"Pothole","Public Enquiry",11/12/2017 15:12:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",349069.31360067,374298.15626853,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",11/12/2017 16:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",316111.50179917,360748.69805689,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",11/12/2017 16:07:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",341492.36917917,364648.92242396,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",11/12/2017 16:37:00,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",224996.35513504,337958.7864279,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",11/12/2017 18:06:00,"WESTERN DIVISION","MID ULSTER (NORTH)",294694.69074379,390424.08079332,"Completed Enquiries"
"Pothole","Public Enquiry",11/12/2017 20:01:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",320668.31560617,368046.332529,"Completed Enquiries"
"Pothole","Public Enquiry",11/12/2017 20:56:00,"NORTHERN DIVISION","MID & EAST ANTRIM",341936.81066378,388914.57912114,"Completed Enquiries"
"Pothole","Public Enquiry",11/12/2017 21:12:00,"NORTHERN DIVISION","MID & EAST ANTRIM",306439.71640842,404341.95488314,"Completed Enquiries"
"Pothole","Public Enquiry",11/12/2017 23:11:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",249998.87939211,365018.42299553,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",12/12/2017 09:03:00,"NORTHERN DIVISION","MID & EAST ANTRIM",299274.61422612,396642.49097239,"Completed Enquiries"
"Pothole","Public Enquiry",12/12/2017 09:29:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",303895.03098121,429409.21422709,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",12/12/2017 09:33:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",283943.46158048,436918.97939132,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",12/12/2017 09:41:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",309691.80840951,439493.69560154,"New Enquiries"
"Pothole","Call Centre Public Enquiry",12/12/2017 09:43:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",309613.09471041,439473.05806026,"New Enquiries"
"Pothole","Call Centre Public Enquiry",12/12/2017 09:52:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",296671.58361906,433788.1298154,"New Enquiries"
"Pothole","Call Centre Public Enquiry",12/12/2017 09:57:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",297302.35154726,433989.34584282,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",12/12/2017 09:59:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",297703.8575586,434116.21380488,"New Enquiries"
"Pothole","Call Centre Public Enquiry",12/12/2017 10:00:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",268315.58750317,407595.89234612,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",12/12/2017 10:03:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",289898.69976076,433256.91156542,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",12/12/2017 10:15:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",257919.5934616,403044.33168231,"Completed Enquiries"
"Pothole","Public Enquiry",12/12/2017 10:24:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",260402.74946728,405781.97693503,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",12/12/2017 10:51:00,"NORTHERN DIVISION","MID & EAST ANTRIM",308423.62762466,403781.73863347,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",12/12/2017 11:02:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",333868.39541529,381459.33585217,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",12/12/2017 11:15:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",286416.77043645,438860.78860806,"Completed Enquiries"
"Pothole","Public Enquiry",12/12/2017 11:24:40,"SOUTHERN DIVISION","ARDS & NORTH DOWN",358906.04039667,379948.45386716,"Completed Enquiries"
"Pothole","Public Enquiry",12/12/2017 11:32:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",335985.05745702,360485.91331707,"Completed Enquiries"
"Pothole","Public Enquiry",12/12/2017 12:21:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",244469.60583355,421697.71031242,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",12/12/2017 12:33:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",331608.59630852,382697.20667174,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",12/12/2017 12:58:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",256890.72041951,405623.4549784,"Completed Enquiries"
"Pothole","Correspondence",12/12/2017 14:05:32,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",309146.51620549,326239.91150426,"Completed Enquiries"
"Pothole","Public Enquiry",12/12/2017 14:06:00,"WESTERN DIVISION","MID ULSTER (NORTH)",291589.61105113,372351.68415036,"New Enquiries"
"Pothole","Public Enquiry",12/12/2017 14:16:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",343314.30039792,363584.18002285,"Completed Enquiries"
"Pothole","Public Enquiry",12/12/2017 14:44:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (EAST)",344613.67264159,349638.55135118,"Completed Enquiries"
"Pothole","Public Enquiry",12/12/2017 14:50:31,"SOUTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Public Enquiry",12/12/2017 15:34:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",284914.71004784,333309.87256582,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",12/12/2017 15:35:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",327971.63525423,311692.90414309,"New Enquiries"
"Pothole","Public Enquiry",12/12/2017 15:38:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",298243.49775632,436225.61332655,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",12/12/2017 15:42:00,"WESTERN DIVISION","MID ULSTER (NORTH)",294237.8636229,379535.36591945,"Completed Enquiries"
"Pothole","Public Enquiry",12/12/2017 15:50:00,"WESTERN DIVISION","MID ULSTER (NORTH)",287746.98579715,382351.7344636,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",12/12/2017 15:51:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (EAST)",344616.92592709,349674.99784097,"Completed Enquiries"
"Pothole","Public Enquiry",12/12/2017 15:53:00,"EASTERN DIVISION","BELFAST NORTH",333764.82135298,377861.48594531,"Enquiries In Progress"
"Pothole","Public Enquiry",12/12/2017 16:19:58,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",12/12/2017 16:32:05,"SOUTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Public Enquiry",12/12/2017 16:41:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",245641.5338244,416572.31512996,"Completed Enquiries"
"Pothole","Public Enquiry",12/12/2017 21:12:00,"NORTHERN DIVISION","MID & EAST ANTRIM",303652.32411523,399339.87136991,"Completed Enquiries"
"Pothole","Public Enquiry",12/12/2017 22:03:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",335789.73378631,360536.76924054,"Completed Enquiries"
"Pothole","Public Enquiry",12/12/2017 22:14:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",252261.14408177,364843.28414188,"Completed Enquiries"
"Pothole","Public Enquiry",12/12/2017 22:15:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",320656.94781799,372131.19217939,"Completed Enquiries"
"Pothole","Public Enquiry",13/12/2017 08:20:00,"WESTERN DIVISION","MID ULSTER (NORTH)",288693.47553132,389518.22720345,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/12/2017 08:53:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",331923.82930107,386363.32355431,"Completed Enquiries"
"Pothole","Public Enquiry",13/12/2017 09:22:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",327493.49986241,378032.6864681,"Completed Enquiries"
"Pothole","Public Enquiry",13/12/2017 09:31:00,"WESTERN DIVISION","MID ULSTER (NORTH)",295190.75561975,390506.09398019,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/12/2017 09:35:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",251013.54596879,415190.60938954,"Completed Enquiries"
"Pothole","Public Enquiry",13/12/2017 09:35:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",306002.96031908,419011.66067647,"New Enquiries"
"Pothole","Public Enquiry",13/12/2017 09:38:00,"WESTERN DIVISION","MID ULSTER (NORTH)",293861.01367366,390370.89791295,"Completed Enquiries"
"Pothole","Public Enquiry",13/12/2017 09:41:00,"NORTHERN DIVISION","MID & EAST ANTRIM",306304.67941962,404701.88815509,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/12/2017 09:43:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",327739.18070467,363142.55629772,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/12/2017 09:50:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (EAST)",359226.91457116,344622.10239396,"Completed Enquiries"
"Pothole","Public Enquiry",13/12/2017 10:05:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",314047.09189527,380977.53941239,"Completed Enquiries"
"Pothole","Public Enquiry",13/12/2017 10:14:00,"WESTERN DIVISION","MID ULSTER (NORTH)",276410.79090462,376300.606278,"Completed Enquiries"
"Pothole","Public Enquiry",13/12/2017 10:15:00,"WESTERN DIVISION","MID ULSTER (NORTH)",275322.49133217,376369.46422821,"Completed Enquiries"
"Pothole","Public Enquiry",13/12/2017 10:18:00,"WESTERN DIVISION","MID ULSTER (NORTH)",270153.37513759,371097.29730755,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/12/2017 10:41:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",301771.80863177,346841.18594953,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/12/2017 10:44:00,"EASTERN DIVISION","BELFAST SOUTH",337973.11133689,374612.002921,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/12/2017 10:52:00,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",211225.03222629,347803.11008803,"New Enquiries"
"Pothole","Public Enquiry",13/12/2017 11:11:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",317381.05682733,355552.09368914,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/12/2017 11:27:00,"WESTERN DIVISION","MID ULSTER (NORTH)",293852.417266382,390369.654206528,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/12/2017 11:58:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",251142.74261824,408347.96063323,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/12/2017 12:16:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",335773.67212015,360537.23972171,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/12/2017 12:18:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",247621.36136864,421936.62680975,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/12/2017 12:25:00,"WESTERN DIVISION","MID ULSTER (NORTH)",272345.08677292,373060.37587842,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/12/2017 12:28:00,"WESTERN DIVISION","MID ULSTER (SOUTH)",264400.30864237,360461.73492929,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/12/2017 12:28:00,"NORTHERN DIVISION","MID & EAST ANTRIM",341424.87797392,387543.71151892,"Completed Enquiries"
"Pothole","Public Enquiry",13/12/2017 12:32:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",284390.11191897,436028.85291253,"Completed Enquiries"
"Pothole","Public Enquiry",13/12/2017 12:36:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",284631.47854753,435260.50137582,"Completed Enquiries"
"Pothole","Public Enquiry",13/12/2017 12:38:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",301649.35502921,419396.08845567,"Completed Enquiries"
"Pothole","Public Enquiry",13/12/2017 12:41:00,"NORTHERN DIVISION","MID & EAST ANTRIM",307588.00711201,402222.06949031,"Completed Enquiries"
"Pothole","Public Enquiry",13/12/2017 12:48:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",315456.36261879,373160.64692338,"Completed Enquiries"
"Pothole","Public Enquiry",13/12/2017 13:30:00,"WESTERN DIVISION","MID ULSTER (NORTH)",287637.41500508,382396.91215815,"Completed Enquiries"
"Pothole","Public Enquiry",13/12/2017 14:03:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",284909.15118707,417235.62012887,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/12/2017 14:13:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",305291.51319003,437159.2463398,"New Enquiries"
"Pothole","Call Centre Public Enquiry",13/12/2017 14:49:00,"NORTHERN DIVISION","MID & EAST ANTRIM",307893.56284393,402670.0407459,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/12/2017 15:36:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",260835.21628141,374837.12416389,"Completed Enquiries"
"Pothole","Public Enquiry",13/12/2017 15:50:06,"SOUTHERN DIVISION","ARDS & NORTH DOWN",352208.509115795,380143.395069575,"Completed Enquiries"
"Pothole","Public Enquiry",13/12/2017 16:03:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",330781.16126918,383694.33951401,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/12/2017 16:26:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",290837.85743853,409850.45168368,"Completed Enquiries"
"Pothole","Public Enquiry",13/12/2017 20:34:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",257410.43562149,406544.09953643,"Completed Enquiries"
"Pothole","Public Enquiry",13/12/2017 22:15:00,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",216705.1178827,334649.96681589,"New Enquiries"
"Pothole","Public Enquiry",13/12/2017 22:46:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",331527.4658638,383016.58678957,"Completed Enquiries"
"Pothole","Public Enquiry",13/12/2017 23:12:00,"NORTHERN DIVISION","MID & EAST ANTRIM",336800.81725727,392987.83348147,"Completed Enquiries"
"Pothole","Public Enquiry",13/12/2017 23:18:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",335697.10482812,370299.64899246,"Completed Enquiries"
"Pothole","Public Enquiry",13/12/2017 23:19:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",335650.70145769,368504.29810484,"Completed Enquiries"
"Pothole","Public Enquiry",14/12/2017 08:22:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",328652.33636893,392223.9059446,"Completed Enquiries"
"Pothole","Public Enquiry",14/12/2017 09:09:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",336832.25385233,319182.06480188,"Completed Enquiries"
"Pothole","Public Enquiry",14/12/2017 09:16:42,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",337420.58465925,319534.95107485,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/12/2017 09:28:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",328641.52665958,392010.17757681,"Completed Enquiries"
"Pothole","Public Enquiry",14/12/2017 09:57:00,"EASTERN DIVISION","BELFAST NORTH",327550.12928628,372251.21975277,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/12/2017 10:13:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",303823.77893604,387682.80123577,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/12/2017 10:20:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",234009.44350605,393154.45085089,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/12/2017 10:56:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",321514.21894844,358221.95190924,"Completed Enquiries"
"Pothole","Public Enquiry",14/12/2017 10:57:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",326509.19022525,363608.52173826,"Completed Enquiries"
"Pothole","Public Enquiry",14/12/2017 11:12:40,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",301408.01107655,363251.36753023,"New Enquiries"
"Pothole","Call Centre Public Enquiry",14/12/2017 11:26:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",345782.49366057,361763.49894166,"Completed Enquiries"
"Pothole","Public Enquiry",14/12/2017 11:33:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",292242.27629964,412018.72150959,"Completed Enquiries"
"Pothole","Public Enquiry",14/12/2017 11:38:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",290850.31647406,409863.78649136,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/12/2017 12:01:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",237572.41952417,365032.59118618,"Completed Enquiries"
"Pothole","Public Enquiry",14/12/2017 12:08:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",310193.33121667,339750.16939716,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/12/2017 12:15:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",321662.51395945,358129.67267271,"Completed Enquiries"
"Pothole","Public Enquiry",14/12/2017 12:16:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",313731.4364152,354171.50994305,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/12/2017 12:27:00,"NORTHERN DIVISION","MID & EAST ANTRIM",311128.46727627,402874.05677968,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/12/2017 12:36:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",253573.13864193,406650.89181695,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/12/2017 12:43:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",243445.05583778,371808.04362458,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/12/2017 12:44:00,"WESTERN DIVISION","MID ULSTER (NORTH)",280122.5376344,380868.75071966,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/12/2017 12:44:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",253085.26711328,366112.17447718,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/12/2017 12:44:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",231584.24896282,358138.01195918,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/12/2017 12:45:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",243260.37630175,371088.5078105,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/12/2017 12:47:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",253999.37367708,366478.28287189,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/12/2017 12:48:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",236264.11751755,365306.95353905,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/12/2017 12:50:00,"WESTERN DIVISION","MID ULSTER (SOUTH)",262531.80636694,356001.82025229,"Completed Enquiries"
"Pothole","Public Enquiry",14/12/2017 13:07:00,"NORTHERN DIVISION","MID & EAST ANTRIM",311049.29055542,402931.80220765,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/12/2017 13:14:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",335812.52684996,382766.36978241,"Completed Enquiries"
"Pothole","Public Enquiry",14/12/2017 14:24:00,"WESTERN DIVISION","MID ULSTER (NORTH)",288869.24240115,391512.5339514,"Completed Enquiries"
"Pothole","Public Enquiry",14/12/2017 14:52:26,"SOUTHERN DIVISION","ARDS & NORTH DOWN",344052.0648548,376643.81130585,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/12/2017 14:51:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",326252.30266276,389555.11300905,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/12/2017 14:54:00,"EASTERN DIVISION","BELFAST NORTH",333753.34635086,373844.70394124,"Completed Enquiries"
"Pothole","Public Enquiry",14/12/2017 14:55:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",312414.87732298,365036.23279684,"New Enquiries"
