"ENQUIRY_TYPE","ENQUIRY_CATEGORY","DATE_RECORDED","DIVISION","CLIENT_OFFICE_NAME","EASTING","NORTHING","APPROVAL_STATUS_NAME"
"Pothole","Call Centre Public Enquiry",03/04/2017 09:11:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",237636.61436372,401505.08123782,"Completed Enquiries"
"Pothole","Public Enquiry",03/04/2017 09:58:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",352554.10463763,381513.82205148,"Enquiries In Progress"
"Pothole","Call Centre Public Enquiry",03/04/2017 10:53:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",343593.44056388,368261.04637626,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/04/2017 11:05:00,"WESTERN DIVISION","MID ULSTER (NORTH)",282877.02245787,381925.3863771,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/04/2017 11:10:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",343466.58697399,367573.39321395,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/04/2017 11:13:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",291787.91504741,311679.22665309,"Completed Enquiries"
"Pothole","Public Enquiry",03/04/2017 11:32:48,"WESTERN DIVISION","MID ULSTER (NORTH)",278375.13385827,398268.63652527,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/04/2017 11:40:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",283082.4569469,343482.51985436,"Completed Enquiries"
"Pothole","Public Enquiry",03/04/2017 12:20:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (EAST)",344684.88817658,356159.03475572,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/04/2017 12:29:00,"WESTERN DIVISION","MID ULSTER (NORTH)",284912.99837015,385165.35502919,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/04/2017 12:46:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",309584.55063076,441577.50622301,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/04/2017 12:50:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",333293.19978196,361083.11008804,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/04/2017 12:51:00,"NORTHERN DIVISION","MID & EAST ANTRIM",340620.08230674,396975.13457795,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/04/2017 13:48:00,"EASTERN DIVISION","BELFAST SOUTH",333125.94972906,368485.72443061,"Completed Enquiries"
"Pothole","Public Enquiry",03/04/2017 13:49:17,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",238893.40890149,359576.81448072,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/04/2017 13:52:00,"WESTERN DIVISION","MID ULSTER (SOUTH)",286500.32498308,368888.50304801,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/04/2017 14:14:00,"EASTERN DIVISION","BELFAST NORTH",333456.90493325,375140.17387041,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/04/2017 14:20:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",314738.96145538,441657.67710182,"Completed Enquiries"
"Pothole","Public Enquiry",03/04/2017 14:41:02,"WESTERN DIVISION","MID ULSTER (NORTH)",284451.26921073,388184.14156896,"Completed Enquiries"
"Pothole","Public Enquiry",03/04/2017 14:42:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",305023.32694099,321368.17111166,"Completed Enquiries"
"Pothole","Public Enquiry",03/04/2017 14:48:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",304196.03934891,322528.50364067,"Completed Enquiries"
"Pothole","Public Enquiry",03/04/2017 15:13:00,"WESTERN DIVISION","MID ULSTER (NORTH)",288844.63881474,391597.92765666,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/04/2017 16:00:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (EAST)",344778.36743288,356213.9077978,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/04/2017 16:26:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",242843.0165947,420474.43861654,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/04/2017 16:27:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",299336.83287826,324754.11074422,"Completed Enquiries"
"Pothole","Public Enquiry",03/04/2017 16:46:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",249263.20396241,395973.01511302,"Completed Enquiries"
"Pothole","Public Enquiry",03/04/2017 17:43:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",330924.13528011,384101.01789664,"Completed Enquiries"
"Pothole","Public Enquiry",03/04/2017 18:03:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",304517.83947169,352014.91990513,"Completed Enquiries"
"Pothole","Public Enquiry",03/04/2017 18:14:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",333996.04246048,384501.44410932,"Enquiries In Progress"
"Pothole","Public Enquiry",03/04/2017 18:17:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",335052.96875796,384524.36843832,"Enquiries In Progress"
"Pothole","Public Enquiry",03/04/2017 18:23:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",334028.8177864,384464.30314959,"Enquiries In Progress"
"Pothole","Public Enquiry",03/04/2017 20:59:00,"NORTHERN DIVISION","MID & EAST ANTRIM",306019.29780694,400959.6183428,"Completed Enquiries"
"Pothole","Public Enquiry",03/04/2017 22:07:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",252154.87630127,423241.02244176,"Completed Enquiries"
"Pothole","Public Enquiry",04/04/2017 08:24:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",334966.75148694,385220.18063667,"Completed Enquiries"
"Pothole","Correspondence",04/04/2017 08:50:57,"SOUTHERN DIVISION","ARDS & NORTH DOWN",340484.6875,379556.78125,"Completed Enquiries"
"Pothole","Correspondence",04/04/2017 09:20:26,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (EAST)",351847.34375,353755.78125,"Completed Enquiries"
"Pothole","Public Enquiry",04/04/2017 10:35:38,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",326002.47815867,311809.55444638,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",04/04/2017 10:52:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",248580.65551181,419549.93135635,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",04/04/2017 11:08:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",305403.55127303,419945.77868365,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",04/04/2017 11:12:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",239672.13182626,369776.61677673,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",04/04/2017 11:38:00,"WESTERN DIVISION","MID ULSTER (SOUTH)",283054.74396748,353307.34628736,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",04/04/2017 11:39:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",283166.27800354,336654.9563119,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",04/04/2017 11:42:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",306996.90078105,360149.90623147,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",04/04/2017 11:59:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",330950.41969351,384090.62115824,"Completed Enquiries"
"Pothole","Public Enquiry",04/04/2017 12:05:50,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",308807.59375,357923.5,"Completed Enquiries"
"Pothole","Public Enquiry",04/04/2017 12:13:52,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",317429.90625,340625.375,"Completed Enquiries"
"Pothole","Public Enquiry",04/04/2017 13:12:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",296077.68040386,360945.81589196,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",04/04/2017 14:10:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",337584.50301625,370686.54389974,"Completed Enquiries"
"Pothole","Public Enquiry",04/04/2017 14:59:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",331626.88919228,359940.48522563,"Completed Enquiries"
"Pothole","Public Enquiry",04/04/2017 15:18:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",323080.17342942,385731.16725932,"Completed Enquiries"
"Pothole","Public Enquiry",04/04/2017 15:33:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",303697.42079417,360172.45508456,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",04/04/2017 15:53:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",260111.26226611,363116.47697061,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",04/04/2017 15:54:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",240808.90686646,375894.39668527,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",04/04/2017 15:57:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",256292.55431379,360725.93036151,"Completed Enquiries"
"Pothole","Public Enquiry",04/04/2017 15:59:23,"NORTHERN DIVISION","MID & EAST ANTRIM",309163.21773753,401339.9228544,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",04/04/2017 16:02:00,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",235119.01499661,334795.23786088,"Completed Enquiries"
"Pothole","Public Enquiry",04/04/2017 16:31:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (EAST)",352662.90815767,352432.49938616,"Completed Enquiries"
"Pothole","Public Enquiry",04/04/2017 16:38:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (EAST)",352480.76693337,352898.05785566,"Completed Enquiries"
"Pothole","Public Enquiry",04/04/2017 16:59:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",324416.54699014,359703.96875793,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",04/04/2017 17:02:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",248934.66074989,367289.88909909,"Completed Enquiries"
"Pothole","Public Enquiry",04/04/2017 17:03:26,"EASTERN DIVISION","BELFAST SOUTH",334899.98685706,371183.56180952,"Completed Enquiries"
"Pothole","Public Enquiry",04/04/2017 17:07:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",310155.06324614,342505.04828125,"Completed Enquiries"
"Pothole","Public Enquiry",04/04/2017 17:09:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",310059.01930406,342559.68484886,"Completed Enquiries"
"Pothole","Public Enquiry",04/04/2017 17:11:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",310021.64683348,342608.46749849,"Completed Enquiries"
"Pothole","Public Enquiry",04/04/2017 17:15:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",310002.93992757,342778.84090234,"Completed Enquiries"
"Pothole","Public Enquiry",04/04/2017 17:17:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",310493.67684653,342219.31217911,"Completed Enquiries"
"Pothole","Public Enquiry",04/04/2017 17:27:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",308435.96267251,342887.65721706,"Completed Enquiries"
"Pothole","Public Enquiry",04/04/2017 20:35:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",331779.23774448,393613.45622722,"Completed Enquiries"
"Pothole","Public Enquiry",04/04/2017 20:35:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",331424.5630768,393630.32344846,"Completed Enquiries"
"Pothole","Public Enquiry",04/04/2017 20:36:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",331261.44712557,393654.92974767,"Completed Enquiries"
"Pothole","Public Enquiry",04/04/2017 20:37:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",330292.80560495,393770.81747945,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",04/04/2017 20:55:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",256562.25545044,360047.53058588,"Completed Enquiries"
"Pothole","Public Enquiry",04/04/2017 21:29:00,"EASTERN DIVISION","BELFAST SOUTH",338604.10508211,375207.69416217,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 08:20:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",321131.17964186,357991.95411058,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 08:21:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",321744.84553067,358107.90137373,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 08:23:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",319087.46542686,354307.23224117,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 08:25:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",318960.87858515,354820.65722635,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/04/2017 09:23:00,"NORTHERN DIVISION","MID & EAST ANTRIM",315302.1282385,394455.12827025,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 09:28:40,"WESTERN DIVISION","MID ULSTER (NORTH)",275716.94990545,380748.64262129,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/04/2017 09:30:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",282562.01780119,334315.07761831,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 09:39:24,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",308822.07876838,357910.10591821,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 09:47:00,"WESTERN DIVISION","MID ULSTER (NORTH)",278012.56769113,380849.97824063,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 09:55:00,"EASTERN DIVISION","BELFAST NORTH",333227.0885355,376477.61000338,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/04/2017 10:19:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",307527.79848234,340985.46048175,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/04/2017 10:24:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",308825.51000126,326857.36929558,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/04/2017 10:29:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",335448.92493225,365986.45089323,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/04/2017 10:31:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",315956.36561256,330891.01098551,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/04/2017 10:34:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",334637.77910422,365875.36343239,"Completed Enquiries"
"Pothole","Complaints",05/04/2017 11:18:48,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",320766.39964158,353207.03301396,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 11:54:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",293977.9808892,425078.20122116,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 11:57:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",246102.35318771,422028.25726018,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/04/2017 11:58:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",305734.48921557,357318.08007363,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/04/2017 12:11:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",289190.79648208,346291.16967233,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 12:26:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",316223.30214777,386115.7346072,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/04/2017 12:31:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",337348.42530267,360002.58966218,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/04/2017 13:37:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",350149.37871472,377549.93832021,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/04/2017 14:04:00,"EASTERN DIVISION","BELFAST SOUTH",336812.65230505,371790.17329184,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 14:23:00,"NORTHERN DIVISION","MID & EAST ANTRIM",303215.20159616,395068.37034102,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/04/2017 14:34:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",256445.59130259,360130.40491913,"New Enquiries"
"Pothole","Complaints",05/04/2017 14:42:40,"EASTERN DIVISION","CASTLEREAGH / LISBURN",336653.65625,366118.40625,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 14:50:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (EAST)",343737.56843197,348899.31263227,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/04/2017 14:52:00,"EASTERN DIVISION","BELFAST SOUTH",331727.78070228,372450.00709082,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/04/2017 15:02:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",308805.60438008,326863.48648859,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/04/2017 15:19:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",304866.68952671,328021.06809333,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/04/2017 15:23:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",281217.74199898,351721.49426382,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 15:57:25,"SOUTHERN DIVISION","ARDS & NORTH DOWN",341433.0625,365103.65625,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 15:59:45,"EASTERN DIVISION","BELFAST NORTH",333952.10326987,373774.82040629,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/04/2017 16:04:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",257706.881985,359732.75080433,"New Enquiries"
"Pothole","Call Centre Public Enquiry",05/04/2017 16:18:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",315285.92592709,387116.24409446,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/04/2017 16:21:00,"NORTHERN DIVISION","MID & EAST ANTRIM",310441.42823424,402977.91640207,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 16:36:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",305806.44339174,339896.54310692,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/04/2017 16:49:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",250488.45982558,365319.31584963,"New Enquiries"
"Pothole","Public Enquiry",05/04/2017 17:14:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",267955.33945804,421933.16666231,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 17:18:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",350942.61079813,381981.33627894,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 17:37:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",321494.29789599,328520.78439496,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 17:46:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",307883.09528499,339530.89613677,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 18:49:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",346707.15848574,366567.99145924,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 18:56:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (EAST)",346301.95471384,349244.47932009,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 19:37:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",255244.05709719,361118.71630259,"New Enquiries"
"Pothole","Public Enquiry",05/04/2017 19:55:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",331776.93034034,393616.43956482,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 19:56:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",331432.83902716,393628.34583863,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 19:57:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",331241.14801877,393660.49277793,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 19:57:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",330308.62219539,393766.32632293,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 19:59:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",331003.48556425,388735.49568834,"Completed Enquiries"
"Pothole","Public Enquiry",05/04/2017 23:32:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",326629.50973669,359548.78002494,"Completed Enquiries"
"Pothole","Public Enquiry",06/04/2017 08:49:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",304029.40949444,359780.70499063,"Completed Enquiries"
"Pothole","Public Enquiry",06/04/2017 09:43:00,"EASTERN DIVISION","BELFAST NORTH",332725.7865126,374998.57038639,"Completed Enquiries"
"Pothole","Public Enquiry",06/04/2017 10:32:00,"EASTERN DIVISION","BELFAST SOUTH",337589.77717806,373495.83547117,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",06/04/2017 10:50:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",301929.49199899,326062.21374143,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",06/04/2017 11:57:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",358821.24388282,379148.97417661,"Completed Enquiries"
"Pothole","Public Enquiry",06/04/2017 12:13:48,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",330701.67341346,381788.41123274,"Completed Enquiries"
"Pothole","Public Enquiry",06/04/2017 12:24:24,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",288123.23264328,336458.196945675,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",06/04/2017 12:58:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",224577.61262805,384412.34218101,"Completed Enquiries"
"Pothole","Public Enquiry",06/04/2017 13:07:45,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",296205.718272415,337252.313894495,"Completed Enquiries"
"Pothole","Public Enquiry",06/04/2017 13:17:15,"SOUTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",06/04/2017 13:24:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",352163.67098467,379453.91262382,"Enquiries In Progress"
"Pothole","Call Centre Public Enquiry",06/04/2017 13:40:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",221953.84158835,377313.10202354,"Completed Enquiries"
"Pothole","Public Enquiry",06/04/2017 14:52:00,"WESTERN DIVISION","MID ULSTER (SOUTH)",281370.35762948,357552.16495337,"Completed Enquiries"
