"ENQUIRY_TYPE","ENQUIRY_CATEGORY","DATE_RECORDED","DIVISION","CLIENT_OFFICE_NAME","EASTING","NORTHING","APPROVAL_STATUS_NAME"
"Pothole","Call Centre Public Enquiry",29/12/2016 10:32:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",309132.253848944,361826.719834251,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",29/12/2016 11:22:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",292010.319324595,425070.061823414,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",29/12/2016 11:31:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",328179.420847541,392082.438972682,"Completed Enquiries"
"Pothole","Public Enquiry",29/12/2016 12:01:50,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",334201.42617087,382160.40579197,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",29/12/2016 12:43:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",329189.141941036,366887.011218547,"Completed Enquiries"
"Pothole","Public Enquiry",29/12/2016 13:02:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",330937.372696196,365784.904769808,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",29/12/2016 13:32:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",332652.560443669,384057.528554462,"Completed Enquiries"
"Pothole","Public Enquiry",29/12/2016 13:41:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",315752.750194226,373751.609873025,"New Enquiries"
"Pothole","Public Enquiry",29/12/2016 13:42:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",315656.761617996,372874.966823617,"New Enquiries"
"Pothole","Public Enquiry",29/12/2016 13:42:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",315671.056895459,372872.21515649,"New Enquiries"
"Pothole","Public Enquiry",29/12/2016 13:42:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",316358.383240624,372472.160770362,"New Enquiries"
"Pothole","Public Enquiry",29/12/2016 13:43:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",316391.777704505,372455.35934411,"New Enquiries"
"Pothole","Public Enquiry",29/12/2016 13:43:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",316263.8329354,372514.740682399,"New Enquiries"
"Pothole","Public Enquiry",29/12/2016 13:44:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",316964.140527126,372070.663223956,"New Enquiries"
"Pothole","Public Enquiry",29/12/2016 13:44:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",317510.006820766,371661.17304926,"New Enquiries"
"Pothole","Public Enquiry",29/12/2016 13:45:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",320217.534138876,368926.204574086,"New Enquiries"
"Pothole","Public Enquiry",29/12/2016 13:46:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",320170.054263883,369033.997970073,"New Enquiries"
"Pothole","Public Enquiry",29/12/2016 13:46:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",322547.699614368,366799.404910539,"New Enquiries"
"Pothole","Public Enquiry",29/12/2016 13:47:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",322824.928466428,366652.508344238,"New Enquiries"
"Pothole","Public Enquiry",29/12/2016 13:48:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",323208.028365714,366418.255038223,"New Enquiries"
"Pothole","Public Enquiry",29/12/2016 13:49:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",323182.746461147,366427.972015254,"New Enquiries"
"Pothole","Call Centre Public Enquiry",29/12/2016 14:28:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",331280.058605131,318270.99197013,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",29/12/2016 14:32:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",330287.437626309,316674.055676658,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",29/12/2016 15:10:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",299016.712436081,347975.99380206,"Enquiries In Progress"
"Pothole","Public Enquiry",29/12/2016 18:39:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",287596.163220316,347336.396875666,"Completed Enquiries"
"Pothole","Public Enquiry",29/12/2016 18:42:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",287333.983169188,347705.712263166,"Completed Enquiries"
"Pothole","Public Enquiry",29/12/2016 20:40:00,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",237496.866617887,346971.844559667,"Completed Enquiries"
"Pothole","Public Enquiry",29/12/2016 21:16:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",307864.478695597,390725.396240584,"Completed Enquiries"
"Pothole","Public Enquiry",29/12/2016 21:17:00,"NORTHERN DIVISION","MID & EAST ANTRIM",338158.177358815,403765.25285384,"Completed Enquiries"
"Pothole","Public Enquiry",29/12/2016 21:18:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",311721.478847817,390609.677384194,"Completed Enquiries"
"Pothole","Complaints",30/12/2016 09:00:59,"EASTERN DIVISION","CASTLEREAGH / LISBURN",314835.20834109,367196.04884148,"Completed Enquiries"
"Pothole","Public Enquiry",30/12/2016 09:16:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",312085.545667328,345048.628649992,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",30/12/2016 10:31:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",350374.616501519,361491.290042201,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",30/12/2016 12:14:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",289255.619528667,438442.940616791,"Completed Enquiries"
"Pothole","Public Enquiry",30/12/2016 13:19:48,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",0,0,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",30/12/2016 13:36:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",245485.807418452,414303.062280635,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",30/12/2016 14:01:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",330366.47911058,349632.9656421,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",30/12/2016 14:14:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",274734.310141449,341723.352393364,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",30/12/2016 14:26:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",246104.073820294,414215.779264038,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",30/12/2016 16:19:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",321893.2162804,366343.60334703,"Completed Enquiries"
"Pothole","Public Enquiry",30/12/2016 16:46:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",336241.568802117,369146.299245974,"Completed Enquiries"
"Pothole","Public Enquiry",30/12/2016 16:47:00,"EASTERN DIVISION","BELFAST SOUTH",334965.096124005,371188.941359385,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",30/12/2016 16:51:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",287316.722817627,346019.642914645,"Completed Enquiries"
"Pothole","Public Enquiry",30/12/2016 17:04:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",313138.641239629,368485.74221902,"Completed Enquiries"
"Pothole","Public Enquiry",31/12/2016 03:49:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",348233.494127017,374548.086867664,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",31/12/2016 13:24:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",290900.216797936,437052.646750535,"Completed Enquiries"
"Pothole","Public Enquiry",01/01/2017 21:22:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",346749.217946893,374838.253429122,"Completed Enquiries"
"Pothole","Public Enquiry",02/01/2017 14:59:00,"EASTERN DIVISION","BELFAST NORTH",332244.020889036,376508.850395281,"Completed Enquiries"
"Pothole","Public Enquiry",02/01/2017 20:34:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",243853.662766811,415963.168854712,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",02/01/2017 21:05:00,"NORTHERN DIVISION","MID & EAST ANTRIM",310955.53948297,400856.847698475,"New Enquiries"
"Pothole","Public Enquiry",02/01/2017 21:48:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",330668.353472912,382828.088303295,"Completed Enquiries"
"Pothole","Public Enquiry",02/01/2017 22:38:00,"WESTERN DIVISION","MID ULSTER (NORTH)",293026.159327333,379349.40823081,"Completed Enquiries"
"Pothole","Public Enquiry",02/01/2017 22:38:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",243846.535470008,415954.532597833,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/01/2017 09:05:00,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",240686.806278163,346568.126568187,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/01/2017 09:08:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",279071.711775997,347860.179431193,"Completed Enquiries"
"Pothole","Public Enquiry",03/01/2017 09:18:00,"EASTERN DIVISION","BELFAST SOUTH",334945.877620175,371250.990996848,"Completed Enquiries"
"Pothole","Public Enquiry",03/01/2017 09:44:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",292748.027048843,423434.526423931,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/01/2017 10:15:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",286949.602174622,343501.126519572,"Completed Enquiries"
"Pothole","Public Enquiry",03/01/2017 10:19:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",329951.830503964,365193.912796504,"Completed Enquiries"
"Pothole","Public Enquiry",03/01/2017 10:41:00,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",248144.1413939,325336.299497501,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/01/2017 11:03:00,"WESTERN DIVISION","MID ULSTER (NORTH)",295596.121555147,398086.518566811,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/01/2017 11:04:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",300536.158869538,344836.238466904,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/01/2017 11:16:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",312626.603094338,344634.470064882,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/01/2017 11:35:00,"NORTHERN DIVISION","MID & EAST ANTRIM",310579.530369411,404021.783342587,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/01/2017 11:39:00,"WESTERN DIVISION","MID ULSTER (NORTH)",285670.49383278,384708.218354168,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/01/2017 11:39:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",360055.012898225,360563.935089629,"Completed Enquiries"
"Pothole","Public Enquiry",03/01/2017 12:40:24,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",269468.93237237,434400.75489375,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/01/2017 12:51:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",215524.12008159,380344.602194532,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/01/2017 12:58:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",323640.239724826,355474.059363195,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/01/2017 13:02:00,"WESTERN DIVISION","MID ULSTER (SOUTH)",268866.711018279,355430.525205957,"Completed Enquiries"
"Pothole","Public Enquiry",03/01/2017 13:13:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",323011.102694256,357443.161786799,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/01/2017 13:24:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",247527.578788792,418833.760011247,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/01/2017 13:31:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",330776.30721674,383102.202187099,"Completed Enquiries"
"Pothole","Public Enquiry",03/01/2017 13:48:00,"EASTERN DIVISION","BELFAST NORTH",330555.051526697,372432.913926339,"Completed Enquiries"
"Pothole","Public Enquiry",03/01/2017 13:56:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",332368.672386483,381611.069226496,"Completed Enquiries"
"Pothole","Public Enquiry",03/01/2017 14:05:04,"NORTHERN DIVISION","MID & EAST ANTRIM",301782.84314763,405286.42084709,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/01/2017 14:05:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",291309.66440373,415615.94164043,"Completed Enquiries"
"Pothole","Public Enquiry",03/01/2017 14:33:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",319332.37011324,394070.28436602,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/01/2017 15:20:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",351307.571110568,374402.57601169,"Completed Enquiries"
"Pothole","Public Enquiry",03/01/2017 16:00:33,"WESTERN DIVISION","MID ULSTER (NORTH)",289674.17375714,390590.53410662,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/01/2017 16:16:00,"WESTERN DIVISION","MID ULSTER (NORTH)",295044.864305433,380455.688125974,"Completed Enquiries"
"Pothole","Public Enquiry",03/01/2017 16:22:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",331853.890278353,382127.063048557,"Completed Enquiries"
"Pothole","Complaints",03/01/2017 16:55:16,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",292948.93111917,328159.56999403,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/01/2017 16:58:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",313185.719925188,368173.14062378,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/01/2017 17:04:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",317961.284628381,322178.332488662,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",03/01/2017 17:04:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",315963.127909556,367161.650455797,"Completed Enquiries"
"Pothole","Public Enquiry",03/01/2017 17:40:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",249038.412402173,384752.647739213,"Completed Enquiries"
"Pothole","Public Enquiry",03/01/2017 23:11:00,"WESTERN DIVISION","MID ULSTER (NORTH)",282931.172663387,377749.778022722,"Completed Enquiries"
"Pothole","Public Enquiry",03/01/2017 23:14:00,"WESTERN DIVISION","MID ULSTER (NORTH)",284023.275245915,378560.768161154,"Completed Enquiries"
"Pothole","Public Enquiry",03/01/2017 23:17:00,"WESTERN DIVISION","MID ULSTER (NORTH)",281692.987801525,379186.077572465,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",04/01/2017 09:07:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",287850.69905743,421881.937559229,"Completed Enquiries"
"Pothole","Public Enquiry",04/01/2017 09:26:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",278652.21280991,422504.34948387,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",04/01/2017 09:35:00,"EASTERN DIVISION","BELFAST SOUTH",333675.797611117,368611.299012405,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",04/01/2017 10:46:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",308670.876378565,357077.374879023,"Completed Enquiries"
"Pothole","Public Enquiry",04/01/2017 10:55:07,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",302547.4850314,326049.56485791,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",04/01/2017 11:32:00,"WESTERN DIVISION","MID ULSTER (NORTH)",270343.653824188,370806.700158245,"Completed Enquiries"
"Pothole","Public Enquiry",04/01/2017 12:07:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",349490.316291077,363571.079541677,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",04/01/2017 12:10:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",261334.121750005,374124.240208259,"Completed Enquiries"
"Pothole","Public Enquiry",04/01/2017 14:00:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",357674.747274001,368827.307672419,"Completed Enquiries"
"Pothole","Public Enquiry",04/01/2017 14:10:40,"NORTHERN DIVISION","MID & EAST ANTRIM",318015.56455846,406972.81175739,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",04/01/2017 14:16:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",357449.598355231,371325.401236164,"Completed Enquiries"
"Pothole","Public Enquiry",04/01/2017 14:33:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",344451.551261643,366577.666825335,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",04/01/2017 14:42:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",227870.74196625,382269.414635979,"Completed Enquiries"
"Pothole","Public Enquiry",04/01/2017 14:48:00,"EASTERN DIVISION","ARDS & NORTH DOWN",339753.040856845,368831.848829512,"Completed Enquiries"
"Pothole","Public Enquiry",04/01/2017 15:24:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",245189.603994441,372912.35296871,"Completed Enquiries"
"Pothole","Public Enquiry",04/01/2017 15:49:42,"NORTHERN DIVISION","MID & EAST ANTRIM",313511.61979211,411928.02230619,"Completed Enquiries"
"Pothole","Public Enquiry",04/01/2017 15:59:55,"WESTERN DIVISION","MID ULSTER (NORTH)",291624.4875536,392366.44304039,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",04/01/2017 16:04:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",324123.670964169,425342.930159888,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",04/01/2017 16:07:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",347769.283806702,377049.343666032,"Completed Enquiries"
"Pothole","Public Enquiry",04/01/2017 17:58:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",248430.788005494,382230.36807406,"Completed Enquiries"
"Pothole","Public Enquiry",04/01/2017 18:03:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",247033.039403663,381051.582900724,"Completed Enquiries"
"Pothole","Public Enquiry",04/01/2017 18:12:00,"EASTERN DIVISION","BELFAST SOUTH",334776.578604618,374409.545822367,"Completed Enquiries"
"Pothole","Public Enquiry",04/01/2017 21:58:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",331952.40304021,381992.392414586,"Completed Enquiries"
"Pothole","Public Enquiry",04/01/2017 22:20:00,"WESTERN DIVISION","MID ULSTER (SOUTH)",278505.783492737,353280.278845253,"Completed Enquiries"
"Pothole","Public Enquiry",04/01/2017 22:58:00,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",229545.929766018,341201.624527093,"Completed Enquiries"
"Pothole","Public Enquiry",05/01/2017 03:39:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",349982.132702587,377141.764138545,"Enquiries In Progress"
"Pothole","Public Enquiry",05/01/2017 08:22:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (EAST)",337179.066649891,352614.646076433,"Completed Enquiries"
"Pothole","Public Enquiry",05/01/2017 08:29:00,"EASTERN DIVISION","BELFAST NORTH",333620.17819452,374173.14073672,"Completed Enquiries"
"Pothole","Public Enquiry",05/01/2017 08:42:00,"WESTERN DIVISION","MID ULSTER (SOUTH)",282215.979207289,364649.846480327,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/01/2017 09:18:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",260457.82582287,384014.27737496,"Completed Enquiries"
"Pothole","Public Enquiry",05/01/2017 09:29:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",329973.773685184,356795.625158926,"Completed Enquiries"
"Pothole","Public Enquiry",05/01/2017 09:57:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",303647.277261695,387171.439876533,"Completed Enquiries"
"Pothole","Public Enquiry",05/01/2017 10:01:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",328089.527517357,356871.051958802,"Completed Enquiries"
"Pothole","Public Enquiry",05/01/2017 10:44:04,"WESTERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Correspondence",05/01/2017 11:05:45,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",314977.15625,377581.75,"Completed Enquiries"
"Pothole","Public Enquiry",05/01/2017 11:14:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",349875.271057858,377971.745452241,"Enquiries In Progress"
"Pothole","Call Centre Public Enquiry",05/01/2017 11:18:00,"NORTHERN DIVISION","MID & EAST ANTRIM",310199.941609716,406817.801996119,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/01/2017 11:19:00,"NORTHERN DIVISION","MID & EAST ANTRIM",310177.98547207,406856.602362686,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/01/2017 11:20:00,"NORTHERN DIVISION","MID & EAST ANTRIM",310162.976951324,406871.866699674,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/01/2017 11:51:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",262419.97890324,368255.467066051,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/01/2017 13:03:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",306390.805232522,392801.175131788,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/01/2017 13:05:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",324549.734507637,363920.181170677,"Completed Enquiries"
"Pothole","Public Enquiry",05/01/2017 13:34:00,"EASTERN DIVISION","BELFAST NORTH",334651.953289629,373921.083685288,"Enquiries In Progress"
"Pothole","Call Centre Public Enquiry",05/01/2017 14:07:00,"NORTHERN DIVISION","MID & EAST ANTRIM",304031.87905793,400704.155825475,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",05/01/2017 15:29:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",287913.304025707,313918.605446593,"Completed Enquiries"
"Pothole","Public Enquiry",05/01/2017 15:58:37,"NORTHERN DIVISION","MID & EAST ANTRIM",342727.16037309,388941.72170012,"Completed Enquiries"
"Pothole","Public Enquiry",05/01/2017 16:15:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",365279.125694311,359399.939418501,"Completed Enquiries"
"Pothole","Public Enquiry",05/01/2017 16:24:00,"EASTERN DIVISION","BELFAST SOUTH",333519.573092928,372836.864109402,"Completed Enquiries"
"Pothole","Public Enquiry",05/01/2017 21:12:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",309802.473213773,324133.091203048,"Completed Enquiries"
"Pothole","Public Enquiry",06/01/2017 09:16:00,"EASTERN DIVISION","BELFAST SOUTH",338545.940389354,376275.102662091,"Completed Enquiries"
"Pothole","Public Enquiry",06/01/2017 09:20:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",322154.0685128,360668.74729879,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",06/01/2017 09:42:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",243626.590645472,374119.998857553,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",06/01/2017 09:42:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",252591.819718183,418906.574325493,"New Enquiries"
"Pothole","Call Centre Public Enquiry",06/01/2017 10:14:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (EAST)",347852.44716338,350418.168397704,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",06/01/2017 11:14:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",297979.305621915,339846.732270565,"Completed Enquiries"
"Pothole","Public Enquiry",06/01/2017 11:39:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",234854.938725578,363183.63589279,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",06/01/2017 12:25:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",242358.378426824,418978.189301403,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",06/01/2017 12:31:00,"EASTERN DIVISION","BELFAST SOUTH",331703.539516494,370521.583566162,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",06/01/2017 12:38:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",244279.873393953,380409.473039058,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",06/01/2017 12:39:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",303673.283403969,387168.241368316,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",06/01/2017 12:40:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",303925.764752152,387941.331234785,"Completed Enquiries"
"Pothole","Public Enquiry",06/01/2017 14:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",324344.529945564,353385.919142016,"Completed Enquiries"
"Pothole","Public Enquiry",06/01/2017 14:02:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",324373.711864688,353276.4933015,"Completed Enquiries"
"Pothole","Public Enquiry",06/01/2017 14:05:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",324187.557982399,353666.194872991,"Completed Enquiries"
"Pothole","Public Enquiry",06/01/2017 14:06:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",314761.204135727,368225.674209863,"New Enquiries"
"Pothole","Public Enquiry",06/01/2017 14:08:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",323438.67740678,354462.45268424,"Completed Enquiries"
"Pothole","Public Enquiry",06/01/2017 14:31:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",279350.809892734,350669.276671579,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",06/01/2017 14:59:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",244813.022685858,416638.264800664,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",06/01/2017 15:00:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (EAST)",341104.537545414,349177.971553637,"Completed Enquiries"
"Pothole","Public Enquiry",06/01/2017 15:53:55,"NORTHERN DIVISION","MID & EAST ANTRIM",302330.42754636,406566.33164617,"Completed Enquiries"
"Pothole","Public Enquiry",06/01/2017 20:23:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",229444.71350744,374521.32381333,"Completed Enquiries"
"Pothole","Public Enquiry",06/01/2017 21:00:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",310222.857378711,355908.537319438,"Completed Enquiries"
"Pothole","Public Enquiry",07/01/2017 11:25:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",314963.022757924,377590.607034835,"Completed Enquiries"
"Pothole","Public Enquiry",07/01/2017 13:52:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",322901.494424505,385634.160046976,"Completed Enquiries"
"Pothole","Public Enquiry",07/01/2017 15:09:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",346981.366260329,360768.849933977,"Completed Enquiries"
