"ENQUIRY_TYPE","ENQUIRY_CATEGORY","DATE_RECORDED","DIVISION","CLIENT_OFFICE_NAME","EASTING","NORTHING","APPROVAL_STATUS_NAME"
"Pothole","Call Centre Public Enquiry",07/06/2016 12:02:00,"NORTHERN DIVISION","MID & EAST ANTRIM",319738.958936881,406456.754006694,"Completed Enquiries"
"Pothole","Public Enquiry",07/06/2016 14:28:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (EAST)",335699.479000628,350471.577362842,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",07/06/2016 14:36:00,"EASTERN DIVISION","BELFAST SOUTH",335096.943889054,374298.462712325,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",07/06/2016 14:48:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",243554.503031128,418276.556351399,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",07/06/2016 16:56:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",284076.14024191,433008.19495403,"Completed Enquiries"
"Pothole","Public Enquiry",07/06/2016 17:17:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",323735.758986937,366152.682700933,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",07/06/2016 17:19:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",312490.879187527,440674.220109551,"Completed Enquiries"
"Pothole","Public Enquiry",07/06/2016 21:09:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",321784.406032073,368514.082142567,"New Enquiries"
"Pothole","Public Enquiry",07/06/2016 22:35:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",293280.067352652,424944.975072222,"Completed Enquiries"
"Pothole","Public Enquiry",07/06/2016 22:37:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",292658.386193336,424848.213222942,"Completed Enquiries"
"Pothole","Public Enquiry",08/06/2016 09:07:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",284088.527585938,432961.915193604,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",08/06/2016 09:29:00,"WESTERN DIVISION","MID ULSTER (NORTH)",286002.51153063,392250.247677512,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",08/06/2016 09:52:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",332201.328850144,383394.525849464,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",08/06/2016 10:07:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",304350.529517433,426322.369161784,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",08/06/2016 10:24:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",312548.906750078,390746.359522545,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",08/06/2016 10:27:00,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",240680.254250825,329687.265084016,"Completed Enquiries"
"Pothole","Public Enquiry",08/06/2016 11:15:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",318420.767653142,367477.459313677,"Completed Enquiries"
"Pothole","Public Enquiry",08/06/2016 11:22:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",326466.776249611,333818.333140274,"Completed Enquiries"
"Pothole","Public Enquiry",08/06/2016 11:35:00,"EASTERN DIVISION","BELFAST SOUTH",337671.057116815,371455.904492511,"Completed Enquiries"
"Pothole","Public Enquiry",08/06/2016 11:42:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",325457.875499343,334405.308128178,"Completed Enquiries"
"Pothole","Public Enquiry",08/06/2016 11:50:47,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",316898.4375,383408.65625,"Completed Enquiries"
"Pothole","Public Enquiry",08/06/2016 11:46:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",325347.822782591,333899.704510257,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",08/06/2016 11:49:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",360283.433224016,372397.107835352,"Completed Enquiries"
"Pothole","Public Enquiry",08/06/2016 12:01:45,"SOUTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",08/06/2016 12:26:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",318191.844868103,355334.253108247,"Completed Enquiries"
"Pothole","Public Enquiry",08/06/2016 15:34:00,"EASTERN DIVISION","BELFAST NORTH",330689.833128213,376559.740484342,"Completed Enquiries"
"Pothole","Public Enquiry",08/06/2016 15:54:00,"WESTERN DIVISION","MID ULSTER (NORTH)",281144.825886919,377492.673634168,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",08/06/2016 16:07:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",305512.050068268,314731.316494031,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",08/06/2016 16:14:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",349468.076499413,373726.903560504,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",08/06/2016 16:18:00,"WESTERN DIVISION","MID ULSTER (NORTH)",283450.511473226,405223.591278418,"Completed Enquiries"
"Pothole","Public Enquiry",08/06/2016 20:44:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",320853.144502749,392251.558216269,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",09/06/2016 09:45:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",338588.441528114,364810.671771948,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",09/06/2016 09:45:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",275729.53803218,434428.30032734,"Completed Enquiries"
"Pothole","Public Enquiry",09/06/2016 10:29:00,"WESTERN DIVISION","MID ULSTER (NORTH)",290030.123934668,375115.857912927,"Completed Enquiries"
"Pothole","Public Enquiry",09/06/2016 10:31:00,"WESTERN DIVISION","MID ULSTER (NORTH)",290051.41677627,375087.999901766,"Completed Enquiries"
"Pothole","Correspondence",09/06/2016 10:41:07,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",315606.53125,392152.4375,"Completed Enquiries"
"Pothole","Public Enquiry",09/06/2016 11:19:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",336816.462157039,365271.17087471,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",09/06/2016 12:19:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",325868.769889962,363939.578768224,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",09/06/2016 13:19:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (EAST)",329674.38914829,340175.91955424,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",09/06/2016 14:37:00,"WESTERN DIVISION","MID ULSTER (NORTH)",268448.130191885,379846.662786973,"Completed Enquiries"
"Pothole","Public Enquiry",09/06/2016 15:09:34,"SOUTHERN DIVISION","ARDS & NORTH DOWN",347760.09375,360511.8125,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",09/06/2016 15:08:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",324053.996982216,365929.573963784,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",09/06/2016 15:16:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",352009.254020802,380296.848087323,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",09/06/2016 15:27:00,"EASTERN DIVISION","BELFAST SOUTH",335650.046265112,373753.256784389,"Completed Enquiries"
"Pothole","Public Enquiry",09/06/2016 15:53:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",331807.891965503,381571.407611775,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",09/06/2016 16:47:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (EAST)",352103.259790525,343980.997677451,"Completed Enquiries"
"Pothole","Public Enquiry",09/06/2016 17:50:00,"EASTERN DIVISION","BELFAST SOUTH",333196.055741135,372799.741558711,"Completed Enquiries"
"Pothole","Public Enquiry",09/06/2016 20:40:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",301461.029007997,359083.847529866,"Completed Enquiries"
"Pothole","Public Enquiry",09/06/2016 23:16:00,"WESTERN DIVISION","MID ULSTER (SOUTH)",252192.570871469,355877.665163044,"New Enquiries"
"Pothole","Call Centre Public Enquiry",10/06/2016 09:19:00,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",240027.756477541,335622.081102439,"Completed Enquiries"
"Pothole","Public Enquiry",10/06/2016 09:32:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",258175.376810521,381619.357722374,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",10/06/2016 11:07:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",293172.415631865,441992.163032664,"Completed Enquiries"
"Pothole","Public Enquiry",10/06/2016 12:37:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",306432.228133127,357473.127299405,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",10/06/2016 13:14:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",240500.104327974,418239.051298913,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",10/06/2016 13:45:00,"WESTERN DIVISION","MID ULSTER (NORTH)",283184.084602618,392272.209675109,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",10/06/2016 14:11:00,"NORTHERN DIVISION","MID & EAST ANTRIM",340185.459314284,387800.646776848,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",10/06/2016 14:31:00,"EASTERN DIVISION","BELFAST SOUTH",333244.765824468,368553.425585927,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",10/06/2016 15:00:00,"WESTERN DIVISION","MID ULSTER (SOUTH)",281021.179178944,352288.972502416,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",10/06/2016 15:02:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",290812.052128124,311602.514796299,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",10/06/2016 15:04:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",291404.168178587,312779.506119181,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",10/06/2016 15:13:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",245816.260115181,414035.84940795,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",10/06/2016 15:14:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",245816.401640874,413971.573488454,"Completed Enquiries"
"Pothole","Public Enquiry",10/06/2016 16:42:00,"EASTERN DIVISION","BELFAST SOUTH",333792.200467303,368830.612877494,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",10/06/2016 18:27:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",264311.913999702,420348.713657442,"Completed Enquiries"
"Pothole","Public Enquiry",10/06/2016 20:47:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (EAST)",336505.993584581,352617.582797682,"Completed Enquiries"
"Pothole","Public Enquiry",11/06/2016 17:10:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",321470.665224558,355184.85788032,"Completed Enquiries"
"Pothole","Public Enquiry",11/06/2016 17:11:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",320447.126339915,355380.70248097,"Completed Enquiries"
"Pothole","Public Enquiry",11/06/2016 17:41:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",330676.423903963,313970.010491864,"Completed Enquiries"
"Pothole","Public Enquiry",12/06/2016 21:47:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",336249.049431336,369962.067542062,"Completed Enquiries"
"Pothole","Public Enquiry",13/06/2016 05:47:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",361244.50438679,372532.482072474,"Completed Enquiries"
"Pothole","Public Enquiry",13/06/2016 08:00:00,"EASTERN DIVISION","BELFAST SOUTH",336868.282337147,374719.809097705,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/06/2016 09:30:00,"WESTERN DIVISION","MID ULSTER (NORTH)",275978.300768937,394063.888525105,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/06/2016 10:04:00,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",235967.339441976,326530.176193198,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/06/2016 10:19:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",327419.033297226,357170.700797418,"Completed Enquiries"
"Pothole","Public Enquiry",13/06/2016 11:34:43,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",304947.34375,389575.6875,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/06/2016 11:24:00,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",222168.843455463,342921.192165511,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/06/2016 11:37:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",262315.663597364,409491.559350799,"Completed Enquiries"
"Pothole","Public Enquiry",13/06/2016 11:46:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",350160.136525618,381516.279268525,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/06/2016 11:55:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",304315.345062019,333868.785589524,"Completed Enquiries"
"Pothole","Public Enquiry",13/06/2016 12:20:20,"EASTERN DIVISION","BELFAST SOUTH",334430.77226739,371328.14538002,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/06/2016 12:16:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",297443.964997821,416932.728203435,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/06/2016 12:19:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",304410.486837588,390666.416817156,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/06/2016 12:45:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",243178.78129147,360335.44427989,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/06/2016 13:35:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (EAST)",352087.425641669,344022.007313662,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/06/2016 13:47:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",307349.67733638,387039.107718592,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/06/2016 14:22:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",329923.566836876,391523.102269034,"Completed Enquiries"
"Pothole","Public Enquiry",13/06/2016 14:46:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",326213.005765431,364201.251911033,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",13/06/2016 15:22:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",334424.52348093,382989.97289249,"Completed Enquiries"
"Pothole","Public Enquiry",13/06/2016 22:30:00,"WESTERN DIVISION","MID ULSTER (NORTH)",273696.935122226,377131.010321138,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/06/2016 10:29:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",303278.610618912,343909.628499944,"Completed Enquiries"
"Pothole","Public Enquiry",14/06/2016 11:26:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",287259.450632563,344729.712967564,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/06/2016 12:37:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",280550.428778354,350451.150413992,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/06/2016 12:39:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",280655.513586352,350528.015140096,"Completed Enquiries"
"Pothole","Public Enquiry",14/06/2016 12:55:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",254551.953882387,408394.105788689,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/06/2016 14:19:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",308790.096796887,422449.458174222,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/06/2016 14:55:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",328496.923886064,356490.399094126,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/06/2016 15:51:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",249516.703718418,416449.875657278,"Completed Enquiries"
"Pothole","Public Enquiry",14/06/2016 16:14:55,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",224889.7599613,343558.59004418,"Completed Enquiries"
"Pothole","Public Enquiry",14/06/2016 16:27:04,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",238145.515625,325616.34375,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",14/06/2016 16:21:00,"EASTERN DIVISION","BELFAST NORTH",332854.639044143,377530.679703145,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",15/06/2016 08:36:00,"EASTERN DIVISION","BELFAST SOUTH",337034.033075064,375364.862485109,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",15/06/2016 09:23:00,"WESTERN DIVISION","MID ULSTER (NORTH)",285164.000025102,386618.437335549,"Completed Enquiries"
"Pothole","Complaints",15/06/2016 10:46:11,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",300236.27940881,356554.98933473,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",15/06/2016 10:51:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",247043.940326561,373529.226620622,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",15/06/2016 10:53:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",258640.710036923,377709.95292879,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",15/06/2016 10:53:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",258652.450386448,377726.174999274,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",15/06/2016 10:54:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",258682.477335774,377761.295695604,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",15/06/2016 10:54:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",258702.355818094,377777.622991101,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",15/06/2016 10:54:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",258812.416733799,377864.409275202,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",15/06/2016 10:55:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",258865.84241033,377911.23786809,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",15/06/2016 10:56:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",259500.368448769,378490.638450938,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",15/06/2016 10:57:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",215995.744718527,378760.568960732,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",15/06/2016 11:09:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",296958.75714875,351716.746125396,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",15/06/2016 11:37:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",232706.846095616,372079.011642442,"Completed Enquiries"
"Pothole","Public Enquiry",15/06/2016 12:20:36,"WESTERN DIVISION","MID ULSTER (NORTH)",284589.81141874,400543.62599836,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",15/06/2016 13:08:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",287479.235244711,431432.644919134,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",15/06/2016 13:14:00,"EASTERN DIVISION","BELFAST NORTH",328199.155948578,370158.822518347,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",15/06/2016 13:17:00,"EASTERN DIVISION","BELFAST NORTH",328040.829599521,370243.110041799,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",15/06/2016 14:09:00,"WESTERN DIVISION","MID ULSTER (SOUTH)",275110.13094976,346217.426429829,"Completed Enquiries"
"Pothole","Public Enquiry",15/06/2016 14:18:00,"WESTERN DIVISION","MID ULSTER (NORTH)",281145.490669204,377490.967543302,"Completed Enquiries"
"Pothole","Public Enquiry",15/06/2016 14:22:00,"WESTERN DIVISION","MID ULSTER (NORTH)",281142.998468256,377514.083559716,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",15/06/2016 14:45:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",308049.098894326,390461.094920851,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",15/06/2016 15:06:00,"WESTERN DIVISION","MID ULSTER (NORTH)",277640.983336755,393435.612293491,"Completed Enquiries"
"Pothole","Public Enquiry",15/06/2016 16:05:00,"EASTERN DIVISION","BELFAST SOUTH",333188.793141846,372799.748037859,"Completed Enquiries"
"Pothole","Public Enquiry",15/06/2016 16:12:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",351311.676044466,379403.085783026,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",15/06/2016 16:46:00,"WESTERN DIVISION","MID ULSTER (NORTH)",289551.884585817,390681.831882633,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",15/06/2016 16:49:00,"WESTERN DIVISION","MID ULSTER (NORTH)",282641.003883919,383511.996653888,"Completed Enquiries"
"Pothole","Public Enquiry",15/06/2016 19:45:00,"WESTERN DIVISION","MID ULSTER (NORTH)",277743.495126634,377730.851455625,"Completed Enquiries"
"Pothole","Public Enquiry",15/06/2016 19:50:00,"WESTERN DIVISION","MID ULSTER (NORTH)",277596.530922263,374611.945484444,"Completed Enquiries"
"Pothole","Public Enquiry",15/06/2016 19:53:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",294735.314603765,334377.018555885,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",16/06/2016 10:16:00,"EASTERN DIVISION","BELFAST NORTH",332872.741932247,377242.182013453,"Completed Enquiries"
"Pothole","Public Enquiry",16/06/2016 11:33:46,"NORTHERN DIVISION","MID & EAST ANTRIM",309487.946456,404253.94243502,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",16/06/2016 12:12:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",289314.029543477,439531.97597229,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",16/06/2016 13:57:00,"WESTERN DIVISION","MID ULSTER (SOUTH)",263944.221694109,355969.860900215,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",16/06/2016 14:51:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",246169.533673015,382652.519317301,"Completed Enquiries"
"Pothole","Public Enquiry",16/06/2016 15:09:54,"NORTHERN DIVISION","MID & EAST ANTRIM",341746.99160016,390286.92427963,"Completed Enquiries"
"Pothole","Public Enquiry",16/06/2016 15:10:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",284092.113847061,345365.079270437,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",16/06/2016 15:17:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",300268.879243157,354056.199732365,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",16/06/2016 16:18:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",245162.31832407,420676.802916258,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",16/06/2016 16:31:00,"WESTERN DIVISION","MID ULSTER (NORTH)",290836.311113854,387733.99163675,"Completed Enquiries"
"Pothole","Public Enquiry",16/06/2016 17:06:00,"EASTERN DIVISION","BELFAST SOUTH",333180.579572465,372785.563482859,"Completed Enquiries"
"Pothole","Public Enquiry",16/06/2016 20:06:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",278794.510000503,342139.091331747,"Completed Enquiries"
"Pothole","Public Enquiry",16/06/2016 20:57:00,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",228095.985587365,341608.993948509,"Completed Enquiries"
"Pothole","Public Enquiry",16/06/2016 20:58:00,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",228550.725556903,341457.160846229,"Completed Enquiries"
"Pothole","Public Enquiry",16/06/2016 20:59:00,"WESTERN DIVISION","FERMANAGH & OMAGH (WEST)",228674.868001844,341422.408633552,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",17/06/2016 09:06:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",231789.61603376,364565.155744399,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",17/06/2016 09:11:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",251258.641752807,416518.93768588,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",17/06/2016 09:13:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",312278.457815176,378184.666873565,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",17/06/2016 10:20:00,"WESTERN DIVISION","FERMANAGH & OMAGH (EAST)",235874.035210462,361143.296230073,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",17/06/2016 10:53:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",327795.553308711,359077.01081996,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",17/06/2016 11:57:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (EAST)",340931.275242682,358680.193967568,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",17/06/2016 13:39:00,"NORTHERN DIVISION","MID & EAST ANTRIM",310890.878982037,401177.347943848,"Completed Enquiries"
"Pothole","Public Enquiry",17/06/2016 13:54:00,"NORTHERN DIVISION","ANTRIM & NEWTOWNABBEY",334881.569003007,380651.011893225,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",17/06/2016 15:38:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (EAST)",354922.646917208,340062.922260116,"Completed Enquiries"
"Pothole","Public Enquiry",17/06/2016 15:46:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",313444.411990004,347056.191009751,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",17/06/2016 15:56:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",320761.491650759,357749.552182377,"Completed Enquiries"
"Pothole","Complaints",17/06/2016 16:16:09,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",276959.5,344908.375,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",17/06/2016 16:15:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",315155.090551064,360723.511867138,"Completed Enquiries"
"Pothole","Public Enquiry",17/06/2016 18:51:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",246696.705022146,423719.67347338,"Completed Enquiries"
"Pothole","Public Enquiry",19/06/2016 23:05:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",356971.218342902,372824.835481444,"Completed Enquiries"
"Pothole","Public Enquiry",19/06/2016 23:07:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",357440.240222976,372201.590755074,"Completed Enquiries"
"Pothole","Call Centre Public Enquiry",20/06/2016 09:26:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",291382.331449442,346055.20763358,"Completed Enquiries"
