scenario,policy,frequency_days,capacity_rate,spot_radius_m,use_sections,selected_sections,section_treatment_cost,baseline_cost,policy_cost,cost_saving,cost_saving_pct,expected_events,event_reduction_pct,expected_spot_interventions,used_capacity,expected_spot_intervention_rate,expected_prevented_by_spot
authority_low_cost_spot,risk,14,0.1,200.0,False,0,0.0,7665608.000000001,7666614.331646355,-1006.3316463539377,-0.00013127877741125524,48528.30472346136,0.016849580156779533,4218.036555178302,4560,0.08545454933505474,831.6952765386594
authority_low_cost_spot,risk,14,0.1,200.0,True,2971,1197770.0,7665608.000000001,6242019.7120257225,1423588.2879742784,0.18571107314309293,31615.35045277645,0.3594945208108499,4354.691727449762,4560,0.08822309010230474,294.24954722355164
authority_low_cost_spot,fifo,14,0.2,200.0,False,0,0.0,7665608.000000001,7688698.124214391,-23090.124214390293,-0.0030121712738755088,47724.56429788772,0.033132814062242257,8978.39561738459,9120,0.18189618349644632,1635.4357021122285
authority_low_cost_spot,risk,14,0.2,200.0,False,0,0.0,7665608.000000001,7694418.2326100115,-28810.232610010542,-0.003758375410014514,47886.232636763074,0.02985752356638829,8350.171876887665,9120,0.1691687981541261,1473.7673632368965
authority_low_cost_spot,risk,14,0.2,200.0,True,2971,1197770.0,7665608.000000001,6343873.498801747,1321734.5011982536,0.17242396183032754,31405.259570098435,0.36375081908228457,8712.46557241024,9120,0.17650862180733873,504.3404299015815
authority_low_cost_spot,fifo,14,0.35,200.0,False,0,0.0,7665608.000000001,7830633.027797921,-165025.0277979197,-0.021527976358551033,47347.57090950495,0.0407704434865285,15474.895189629007,15948,0.31351084257757306,2012.4290904949607
authority_low_cost_spot,risk,14,0.35,200.0,False,0,0.0,7665608.000000001,7783605.714538279,-117997.71453827806,-0.015393131834849635,47205.19398859311,0.04365490298636318,14667.501234929015,15948,0.2971535906590157,2154.8060114067766
authority_low_cost_spot,risk,14,0.35,200.0,True,2971,1197770.0,7665608.000000001,6483489.951431487,1182118.0485685142,0.154210605155979,31217.82724917289,0.36754807031659464,14179.889165051703,14831,0.2872749020472387,691.7727508271294
authority_low_cost_spot,fifo,28,0.0,200.0,False,0,0.0,7665608.000000001,7665608.000000001,0.0,0.0,49360.0,0.0,0.0,0,0.0,0.0
authority_low_cost_spot,risk,28,0.0,200.0,False,0,0.0,7665608.000000001,7665608.000000001,0.0,0.0,49360.0,0.0,0.0,0,0.0,0.0
authority_low_cost_spot,risk,28,0.0,200.0,True,2971,1197770.0,7665608.000000001,6153330.880000001,1512277.12,0.19728077929369725,31909.600000000006,0.35353322528363035,0.0,0,0.0,0.0
authority_low_cost_spot,fifo,28,0.05,200.0,False,0,0.0,7665608.000000001,7671991.02699033,-6383.026990328915,-0.0008326837206297158,48980.22889240392,0.007693904124718058,2118.0,2118,0.04290923824959481,379.77110759609144
authority_low_cost_spot,risk,28,0.05,200.0,False,0,0.0,7665608.000000001,7670292.009406454,-4684.0094064529985,-0.0006110421256152151,49002.11578795205,0.0072504905196100694,1952.8006331011038,2118,0.039562411529600966,357.88421204795935
authority_low_cost_spot,risk,28,0.05,200.0,True,2971,1197770.0,7665608.000000001,6197634.665737631,1467973.3342623701,0.19150122655141902,31786.984236094264,0.3560173371942005,2052.6900152942603,2118,0.04158610241682051,122.61576390574027
authority_low_cost_spot,fifo,28,0.1,200.0,False,0,0.0,7665608.000000001,7699161.795711718,-33553.79571171664,-0.004377186481713731,48734.31317264466,0.012675989208981785,4236.0,4236,0.08581847649918962,625.6868273553546
authority_low_cost_spot,risk,28,0.1,200.0,False,0,0.0,7665608.000000001,7686077.608871296,-20469.608871295117,-0.002670317719259205,48705.2358525756,0.013265075920267443,3958.343518026657,4236,0.08019334517882207,654.7641474244148
authority_low_cost_spot,risk,28,0.1,200.0,True,2971,1197770.0,7665608.000000001,6241795.901057487,1423812.0989425136,0.18574026990977277,31669.052965499708,0.3584065444590821,4077.186504049463,4236,0.08260102317766335,240.54703450030001
authority_low_cost_spot,fifo,28,0.2,200.0,False,0,0.0,7665608.000000001,7723680.201745385,-58072.20174538437,-0.007575681113016002,48082.24255285427,0.025886496092903697,8311.987468799955,8466,0.16839520803889696,1277.7574471457274
authority_low_cost_spot,risk,28,0.2,200.0,False,0,0.0,7665608.000000001,7722108.056161549,-56500.05616154801,-0.007370590325196384,48159.71367490185,0.024316983895829692,7871.177007431513,8466,0.15946468815704037,1200.2863250981816
authority_low_cost_spot,risk,28,0.2,200.0,True,2971,1197770.0,7665608.000000001,6340475.392037155,1325132.6079628458,0.1728672543603646,31494.808452135097,0.36193661968932134,8151.70574918155,8466,0.16514800950529884,414.7915478649152
authority_low_cost_spot,fifo,28,0.35,200.0,False,0,0.0,7665608.000000001,7848134.597240875,-182526.5972408736,-0.02381110503444392,47667.76162989708,0.034283597449410806,14430.693976603761,14808,0.29235603680315564,1692.238370102863
authority_low_cost_spot,risk,28,0.35,200.0,False,0,0.0,7665608.000000001,7787465.642638531,-121857.64263852965,-0.01589667024957833,47427.407850593045,0.039153001406137665,13674.309897652534,14808,0.2770322102441761,1932.592149406876
