scenario,threshold,n,actual_positives,flagged_n,flagged_rate,tp,fp,fn,precision,recall,f1,incremental_fast_repair_cost,avoided_repeat_cost,effectiveness,gross_benefit,intervention_cost,net_value,net_value_per_flagged,break_even_avoided_cost,break_even_avoided_cost_multiple
ops_admin_low_claim,0.625,49360,28081,9939,0.20135737439222043,8099,1840,19982,0.8148707113391689,0.2884156547131512,0.4260389268805891,75.0,155.3,0.6,754664.82,745425.0,9239.819999999949,0.9296528825837558,153.39856772441044,2.0453142363254724
moderate_deterioration,0.625,49360,28081,9939,0.20135737439222043,8099,1840,19982,0.8148707113391689,0.2884156547131512,0.4260389268805891,125.0,272.8,0.6,1325644.32,1242375.0,83269.32000000007,8.378038031995176,255.66427954068408,2.0453142363254724
large_patch_premium,0.625,49360,28081,9939,0.20135737439222043,8099,1840,19982,0.8148707113391689,0.2884156547131512,0.4260389268805891,300.0,579.8,0.6,2817480.1199999996,2981700.0,-164219.88000000035,-16.522776939329948,613.5942708976418,2.0453142363254724
medium_patch_full_cost_not_incremental,0.625,49360,28081,9939,0.20135737439222043,8099,1840,19982,0.8148707113391689,0.2884156547131512,0.4260389268805891,1328.0,579.8,0.6,2817480.1199999996,13198992.0,-10381511.88,-1044.52277693933,2716.1773058402277,2.0453142363254724
direct_repeat_only_low_increment,0.65,49360,28081,8411,0.17040113452188008,6940,1471,21141,0.8251099750326952,0.2471421957907482,0.3803573385947605,30.86,87.8,0.5,304666.0,259563.46,45102.54000000001,5.3623279039353235,74.80214985590779,2.4239193083573487
direct_repeat_only_high_effect,0.65,49360,28081,8411,0.17040113452188008,6940,1471,21141,0.8251099750326952,0.2471421957907482,0.3803573385947605,30.86,87.8,0.75,456999.0,259563.46,197435.54,23.473491855902985,49.86809990393853,1.6159462055715659
ops_admin_low_claim,0.65,49360,28081,8411,0.17040113452188008,6940,1471,21141,0.8251099750326952,0.2471421957907482,0.3803573385947605,75.0,155.3,0.6,646669.2000000001,630825.0,15844.20000000007,1.8837474735465545,151.49495677233432,2.0199327569644576
moderate_deterioration,0.65,49360,28081,8411,0.17040113452188008,6940,1471,21141,0.8251099750326952,0.2471421957907482,0.3803573385947605,125.0,272.8,0.6,1135939.2,1051375.0,84564.19999999995,10.054000713351558,252.49159462055718,2.0199327569644576
large_patch_premium,0.65,49360,28081,8411,0.17040113452188008,6940,1471,21141,0.8251099750326952,0.2471421957907482,0.3803573385947605,300.0,579.8,0.6,2414287.1999999997,2523300.0,-109012.80000000028,-12.960741885626,605.9798270893373,2.0199327569644576
medium_patch_full_cost_not_incremental,0.65,49360,28081,8411,0.17040113452188008,6940,1471,21141,0.8251099750326952,0.2471421957907482,0.3803573385947605,1328.0,579.8,0.6,2414287.1999999997,11169808.0,-8755520.8,-1040.960741885626,2682.4707012487993,2.0199327569644576
direct_repeat_only_low_increment,0.675,49360,28081,7049,0.14280794165316046,5902,1147,22179,0.8372818839551709,0.21017770022435098,0.3360091090236266,30.86,87.8,0.5,259097.8,217532.13999999998,41565.66,5.896674705632005,73.71472043375127,2.388681802778719
direct_repeat_only_high_effect,0.675,49360,28081,7049,0.14280794165316046,5902,1147,22179,0.8372818839551709,0.21017770022435098,0.3360091090236266,30.86,87.8,0.75,388646.7,217532.13999999998,171114.56000000003,24.27501205844801,49.14314695583418,1.5924545351858128
ops_admin_low_claim,0.675,49360,28081,7049,0.14280794165316046,5902,1147,22179,0.8372818839551709,0.21017770022435098,0.3360091090236266,75.0,155.3,0.6,549948.36,528675.0,21273.359999999986,3.017925946942827,149.29261267366996,1.9905681689822663
moderate_deterioration,0.675,49360,28081,7049,0.14280794165316046,5902,1147,22179,0.8372818839551709,0.21017770022435098,0.3360091090236266,125.0,272.8,0.6,966039.36,881125.0,84914.35999999999,12.046298765782378,248.82102112278326,1.9905681689822663
large_patch_premium,0.675,49360,28081,7049,0.14280794165316046,5902,1147,22179,0.8372818839551709,0.21017770022435098,0.3360091090236266,300.0,579.8,0.6,2053187.7599999998,2114700.0,-61512.24000000022,-8.726378209675163,597.1704506946799,1.9905681689822663
medium_patch_full_cost_not_incremental,0.675,49360,28081,7049,0.14280794165316046,5902,1147,22179,0.8372818839551709,0.21017770022435098,0.3360091090236266,1328.0,579.8,0.6,2053187.7599999998,9361072.0,-7307884.24,-1036.7263782096752,2643.4745284084497,1.9905681689822663
direct_repeat_only_low_increment,0.7,49360,28081,5812,0.11774716369529983,4922,890,23159,0.8468685478320715,0.17527865816744417,0.29044345440061364,30.86,87.8,0.5,216075.8,179358.32,36717.47999999998,6.317529249827939,72.88026005688745,2.361641609101991
direct_repeat_only_high_effect,0.7,49360,28081,5812,0.11774716369529983,4922,890,23159,0.8468685478320715,0.17527865816744417,0.29044345440061364,30.86,87.8,0.75,324113.7,179358.32,144755.38,24.906293874741912,48.58684003792496,1.5744277394013273
ops_admin_low_claim,0.7,49360,28081,5812,0.11774716369529983,4922,890,23159,0.8468685478320715,0.17527865816744417,0.29044345440061364,75.0,155.3,0.6,458631.96,435900.0,22731.96000000002,3.911211286992433,147.60260056887446,1.9680346742516595
moderate_deterioration,0.7,49360,28081,5812,0.11774716369529983,4922,890,23159,0.8468685478320715,0.17527865816744417,0.29044345440061364,125.0,272.8,0.6,805632.96,726500.0,79132.95999999996,13.61544390915347,246.00433428145743,1.9680346742516595
large_patch_premium,0.7,49360,28081,5812,0.11774716369529983,4922,890,23159,0.8468685478320715,0.17527865816744417,0.29044345440061364,300.0,579.8,0.6,1712265.3599999999,1743600.0,-31334.64000000013,-5.391369580178963,590.4104022754979,1.9680346742516595
medium_patch_full_cost_not_incremental,0.7,49360,28081,5812,0.11774716369529983,4922,890,23159,0.8468685478320715,0.17527865816744417,0.29044345440061364,1328.0,579.8,0.6,1712265.3599999999,7718336.0,-6006070.640000001,-1033.3913695801791,2613.5500474062037,1.9680346742516595
direct_repeat_only_low_increment,0.725,49360,28081,4585,0.09288897893030794,3932,653,24149,0.8575790621592149,0.1400235034364873,0.24073960693075372,30.86,87.8,0.5,172614.8,141493.1,31121.699999999983,6.787720828789527,71.97004069175992,2.332146490335707
direct_repeat_only_high_effect,0.725,49360,28081,4585,0.09288897893030794,3932,653,24149,0.8575790621592149,0.1400235034364873,0.24073960693075372,30.86,87.8,0.75,258922.19999999998,141493.1,117429.09999999998,25.611581243184293,47.980027127839946,1.5547643268904714
ops_admin_low_claim,0.725,49360,28081,4585,0.09288897893030794,3932,653,24149,0.8575790621592149,0.1400235034364873,0.24073960693075372,75.0,155.3,0.6,366383.76,343875.0,22508.76000000001,4.90921701199564,145.7591556459817,1.9434554086130893
moderate_deterioration,0.725,49360,28081,4585,0.09288897893030794,3932,653,24149,0.8575790621592149,0.1400235034364873,0.24073960693075372,125.0,272.8,0.6,643589.76,573125.0,70464.76000000001,15.368540894220285,242.93192607663616,1.9434554086130893
large_patch_premium,0.725,49360,28081,4585,0.09288897893030794,3932,653,24149,0.8575790621592149,0.1400235034364873,0.24073960693075372,300.0,579.8,0.6,1367864.1599999997,1375500.0,-7635.840000000317,-1.6653958560524136,583.0366225839268,1.9434554086130893
medium_patch_full_cost_not_incremental,0.725,49360,28081,4585,0.09288897893030794,3932,653,24149,0.8575790621592149,0.1400235034364873,0.24073960693075372,1328.0,579.8,0.6,1367864.1599999997,6088880.0,-4721015.84,-1029.6653958560523,2580.9087826381824,1.9434554086130893
direct_repeat_only_low_increment,0.75,49360,28081,3534,0.0715964343598055,3073,461,25008,0.8695529145444256,0.10943342473558634,0.1944013917444251,30.86,87.8,0.5,134904.69999999998,109059.24,25845.459999999977,7.313372948500277,70.97900423039374,2.3000325414904
direct_repeat_only_high_effect,0.75,49360,28081,3534,0.0715964343598055,3073,461,25008,0.8695529145444256,0.10943342473558634,0.1944013917444251,30.86,87.8,0.75,202357.05,109059.24,93297.80999999998,26.40005942275042,47.319336153595835,1.5333550276602668
ops_admin_low_claim,0.75,49360,28081,3534,0.0715964343598055,3073,461,25008,0.8695529145444256,0.10943342473558634,0.1944013917444251,75.0,155.3,0.6,286342.14,265050.0,21292.140000000014,6.02494057724958,143.75203384315,1.9166937845753333
moderate_deterioration,0.75,49360,28081,3534,0.0715964343598055,3073,461,25008,0.8695529145444256,0.10943342473558634,0.1944013917444251,125.0,272.8,0.6,502988.64,441750.0,61238.640000000014,17.328421052631583,239.58672307191668,1.9166937845753333
large_patch_premium,0.75,49360,28081,3534,0.0715964343598055,3073,461,25008,0.8695529145444256,0.10943342473558634,0.1944013917444251,300.0,579.8,0.6,1069035.24,1060200.0,8835.23999999999,2.500067911714768,575.0081353726,1.9166937845753333
medium_patch_full_cost_not_incremental,0.75,49360,28081,3534,0.0715964343598055,3073,461,25008,0.8695529145444256,0.10943342473558634,0.1944013917444251,1328.0,579.8,0.6,1069035.24,4693152.0,-3624116.76,-1025.4999320882853,2545.3693459160427,1.9166937845753333
direct_repeat_only_low_increment,0.775,49360,28081,2662,0.05393030794165316,2365,297,25716,0.8884297520661157,0.08422064741284142,0.1538561623784276,30.86,87.8,0.5,103823.5,82149.31999999999,21674.180000000008,8.142066115702482,69.47088372093023,2.2511627906976743
direct_repeat_only_high_effect,0.775,49360,28081,2662,0.05393030794165316,2365,297,25716,0.8884297520661157,0.08422064741284142,0.1538561623784276,30.86,87.8,0.75,155735.25,82149.31999999999,73585.93000000001,27.643099173553722,46.31392248062015,1.5007751937984495
ops_admin_low_claim,0.775,49360,28081,2662,0.05393030794165316,2365,297,25716,0.8884297520661157,0.08422064741284142,0.1538561623784276,75.0,155.3,0.6,220370.7,199650.0,20720.70000000001,7.7838842975206655,140.69767441860466,1.875968992248062
moderate_deterioration,0.775,49360,28081,2662,0.05393030794165316,2365,297,25716,0.8884297520661157,0.08422064741284142,0.1538561623784276,125.0,272.8,0.6,387103.2,332750.0,54353.20000000001,20.41818181818182,234.49612403100775,1.875968992248062
large_patch_premium,0.775,49360,28081,2662,0.05393030794165316,2365,297,25716,0.8884297520661157,0.08422064741284142,0.1538561623784276,300.0,579.8,0.6,822736.2,798600.0,24136.199999999953,9.066942148760313,562.7906976744187,1.875968992248062
medium_patch_full_cost_not_incremental,0.775,49360,28081,2662,0.05393030794165316,2365,297,25716,0.8884297520661157,0.08422064741284142,0.1538561623784276,1328.0,579.8,0.6,822736.2,3535136.0,-2712399.8,-1018.9330578512396,2491.2868217054265,1.875968992248062
direct_repeat_only_low_increment,0.8,49360,28081,1902,0.03853322528363047,1709,193,26372,0.898527865404837,0.060859655995156865,0.11399793216155822,30.86,87.8,0.5,75025.09999999999,58695.72,16329.37999999999,8.58537329127234,68.69013458162668,2.2258630778232886
direct_repeat_only_high_effect,0.8,49360,28081,1902,0.03853322528363047,1709,193,26372,0.898527865404837,0.060859655995156865,0.11399793216155822,30.86,87.8,0.75,112537.65,58695.72,53841.92999999999,28.308059936908514,45.793423054417794,1.483908718548859
ops_admin_low_claim,0.8,49360,28081,1902,0.03853322528363047,1709,193,26372,0.898527865404837,0.060859655995156865,0.11399793216155822,75.0,155.3,0.6,159244.62,142650.0,16594.619999999995,8.724826498422711,139.11644236395554,1.8548858981860739
moderate_deterioration,0.8,49360,28081,1902,0.03853322528363047,1709,193,26372,0.898527865404837,0.060859655995156865,0.11399793216155822,125.0,272.8,0.6,279729.12,237750.0,41979.119999999995,22.07104100946372,231.86073727325925,1.8548858981860739
large_patch_premium,0.8,49360,28081,1902,0.03853322528363047,1709,193,26372,0.898527865404837,0.060859655995156865,0.11399793216155822,300.0,579.8,0.6,594526.9199999999,570600.0,23926.919999999925,12.579873817034661,556.4657694558222,1.8548858981860739
medium_patch_full_cost_not_incremental,0.8,49360,28081,1902,0.03853322528363047,1709,193,26372,0.898527865404837,0.060859655995156865,0.11399793216155822,1328.0,579.8,0.6,594526.9199999999,2525856.0,-1931329.08,-1015.4201261829653,2463.288472791106,1.8548858981860739
direct_repeat_only_low_increment,0.825,49360,28081,1293,0.026195299837925446,1186,107,26895,0.917246713070379,0.04223496314233824,0.08075168516375027,30.86,87.8,0.5,52065.4,39901.979999999996,12163.420000000006,9.40713070378964,67.28833052276559,2.1804384485666106
direct_repeat_only_high_effect,0.825,49360,28081,1293,0.026195299837925446,1186,107,26895,0.917246713070379,0.04223496314233824,0.08075168516375027,30.86,87.8,0.75,78098.09999999999,39901.979999999996,38196.119999999995,29.54069605568445,44.85888701517707,1.4536256323777403
ops_admin_low_claim,0.825,49360,28081,1293,0.026195299837925446,1186,107,26895,0.917246713070379,0.04223496314233824,0.08075168516375027,75.0,155.3,0.6,110511.48000000001,96975.0,13536.48000000001,10.46904872389792,136.27740303541316,1.8170320404721754
moderate_deterioration,0.825,49360,28081,1293,0.026195299837925446,1186,107,26895,0.917246713070379,0.04223496314233824,0.08075168516375027,125.0,272.8,0.6,194124.48,161625.0,32499.48000000001,25.134941995359636,227.12900505902192,1.8170320404721754
large_patch_premium,0.825,49360,28081,1293,0.026195299837925446,1186,107,26895,0.917246713070379,0.04223496314233824,0.08075168516375027,300.0,579.8,0.6,412585.68,387900.0,24685.679999999993,19.09178654292343,545.1096121416526,1.8170320404721754
medium_patch_full_cost_not_incremental,0.825,49360,28081,1293,0.026195299837925446,1186,107,26895,0.917246713070379,0.04223496314233824,0.08075168516375027,1328.0,579.8,0.6,412585.68,1717104.0,-1304518.32,-1008.9082134570766,2413.018549747049,1.8170320404721754
direct_repeat_only_low_increment,0.85,49360,28081,839,0.016997568881685576,781,58,27300,0.930870083432658,0.027812399843310423,0.05401106500691563,30.86,87.8,0.5,34285.9,25891.54,8394.36,10.005196662693683,66.30355953905249,2.1485275288092187
direct_repeat_only_high_effect,0.85,49360,28081,839,0.016997568881685576,781,58,27300,0.930870083432658,0.027812399843310423,0.05401106500691563,30.86,87.8,0.75,51428.85,25891.54,25537.309999999998,30.437794994040523,44.20237302603499,1.4323516858728125
ops_admin_low_claim,0.85,49360,28081,839,0.016997568881685576,781,58,27300,0.930870083432658,0.027812399843310423,0.05401106500691563,75.0,155.3,0.6,72773.58,62925.0,9848.580000000002,11.738474374255068,134.28297055057618,1.7904396073410158
moderate_deterioration,0.85,49360,28081,839,0.016997568881685576,781,58,27300,0.930870083432658,0.027812399843310423,0.05401106500691563,125.0,272.8,0.6,127834.08,104875.0,22959.08,27.36481525625745,223.80495091762697,1.7904396073410158
large_patch_premium,0.85,49360,28081,839,0.016997568881685576,781,58,27300,0.930870083432658,0.027812399843310423,0.05401106500691563,300.0,579.8,0.6,271694.27999999997,251700.0,19994.27999999997,23.831084624553004,537.1318822023047,1.7904396073410158
medium_patch_full_cost_not_incremental,0.85,49360,28081,839,0.016997568881685576,781,58,27300,0.930870083432658,0.027812399843310423,0.05401106500691563,1328.0,579.8,0.6,271694.27999999997,1114192.0,-842497.72,-1004.1689153754469,2377.703798548869,1.7904396073410158
direct_repeat_only_low_increment,0.875,49360,28081,501,0.010149918962722852,475,26,27606,0.9481037924151696,0.0169153520173783,0.03323770205024141,30.86,87.8,0.5,20852.5,15460.86,5391.639999999999,10.761756487025947,65.09835789473685,2.1094736842105264
direct_repeat_only_high_effect,0.875,49360,28081,501,0.010149918962722852,475,26,27606,0.9481037924151696,0.0169153520173783,0.03323770205024141,30.86,87.8,0.75,31278.75,15460.86,15817.89,31.572634730538923,43.39890526315789,1.4063157894736842
ops_admin_low_claim,0.875,49360,28081,501,0.010149918962722852,475,26,27606,0.9481037924151696,0.0169153520173783,0.03323770205024141,75.0,155.3,0.6,44260.5,37575.0,6685.5,13.344311377245509,131.84210526315792,1.7578947368421054
moderate_deterioration,0.875,49360,28081,501,0.010149918962722852,475,26,27606,0.9481037924151696,0.0169153520173783,0.03323770205024141,125.0,272.8,0.6,77748.0,62625.0,15123.0,30.18562874251497,219.73684210526318,1.7578947368421054
large_patch_premium,0.875,49360,28081,501,0.010149918962722852,475,26,27606,0.9481037924151696,0.0169153520173783,0.03323770205024141,300.0,579.8,0.6,165243.0,150300.0,14943.0,29.82634730538922,527.3684210526317,1.7578947368421054
medium_patch_full_cost_not_incremental,0.875,49360,28081,501,0.010149918962722852,475,26,27606,0.9481037924151696,0.0169153520173783,0.03323770205024141,1328.0,579.8,0.6,165243.0,665328.0,-500085.0,-998.1736526946107,2334.484210526316,1.7578947368421054
direct_repeat_only_low_increment,0.9,49360,28081,293,0.0059359805510534845,278,15,27803,0.9488054607508533,0.00989993233859193,0.019595404243321353,30.86,87.8,0.5,12204.199999999999,9041.98,3162.2199999999993,10.792559726962455,65.05021582733812,2.107913669064748
direct_repeat_only_high_effect,0.9,49360,28081,293,0.0059359805510534845,278,15,27803,0.9488054607508533,0.00989993233859193,0.019595404243321353,30.86,87.8,0.75,18306.3,9041.98,9264.32,31.618839590443685,43.36681055155875,1.4052757793764987
ops_admin_low_claim,0.9,49360,28081,293,0.0059359805510534845,278,15,27803,0.9488054607508533,0.00989993233859193,0.019595404243321353,75.0,155.3,0.6,25904.04,21975.0,3929.040000000001,13.409692832764508,131.74460431654677,1.7565947242206237
moderate_deterioration,0.9,49360,28081,293,0.0059359805510534845,278,15,27803,0.9488054607508533,0.00989993233859193,0.019595404243321353,125.0,272.8,0.6,45503.04,36625.0,8878.04,30.30047781569966,219.57434052757796,1.7565947242206237
large_patch_premium,0.9,49360,28081,293,0.0059359805510534845,278,15,27803,0.9488054607508533,0.00989993233859193,0.019595404243321353,300.0,579.8,0.6,96710.63999999998,87900.0,8810.639999999985,30.070443686006776,526.9784172661871,1.7565947242206237
medium_patch_full_cost_not_incremental,0.9,49360,28081,293,0.0059359805510534845,278,15,27803,0.9488054607508533,0.00989993233859193,0.019595404243321353,1328.0,579.8,0.6,96710.63999999998,389104.0,-292393.36,-997.9295563139931,2332.757793764988,1.7565947242206237
