scenario,event_cost,intervention_premium,effectiveness,suppression_horizon_days,threshold,baseline_cost,policy_cost,cost_saving,cost_saving_pct,expected_events,expected_prevented_events,event_reduction_pct,expected_interventions,intervention_rate,nominal_flagged_rate_before_suppression
repair_only_14d_good_fix,87.8,30.86,0.75,14,0.275,4333808.0,3309138.4192411005,1024669.5807588995,0.23643631207448496,30082.013528161093,19277.986471837838,0.39055888314098275,21644.122860310472,0.43849519571131423,0.8280591572123177
repair_only_14d_good_fix,87.8,30.86,0.75,14,0.3,4333808.0,3311956.601237903,1021851.3987620971,0.23578603361341738,30806.745617491637,18553.254382507155,0.37587630434579344,19673.5040836946,0.3985718007231483,0.7726904376012966
repair_only_14d_good_fix,87.8,30.86,0.75,14,0.325,4333808.0,3321864.244351065,1011943.7556489352,0.23349990485248429,31536.61271172276,17823.38728827604,0.36108969384678363,17918.005452447913,0.363006593445055,0.7213128038897894
repair_only_14d_good_fix,87.8,30.86,0.75,14,0.35,4333808.0,3338394.2363044657,995413.7636955343,0.22968570912590827,32286.314797808944,17073.68520218959,0.34590123991472965,16320.667435439726,0.3306456125494272,0.6726904376012965
repair_only_14d_good_fix,87.8,30.86,0.75,14,0.375,4333808.0,3356411.70546088,977396.29453912,0.22552828702589503,33025.462993744746,16334.537006253573,0.33092660061295087,14801.557181172746,0.2998694728762712,0.6243922204213939
repair_only_14d_good_fix,87.8,30.86,0.75,14,0.4,4333808.0,3389427.7051851354,944380.2948148646,0.21791004465700017,33944.66145751404,15415.338542484527,0.3123042654474465,13256.203150240332,0.2685616521523568,0.5722649918962723
repair_only_14d_good_fix,87.8,30.86,0.75,14,0.425,4333808.0,3428889.098768438,904918.9012315618,0.20880456661475585,34910.902209443266,14449.097790555274,0.2927288855461251,11785.867944927506,0.23877366176919582,0.5209481361426256
repair_only_14d_good_fix,87.8,30.86,0.75,14,0.45,4333808.0,3470287.2880049837,863520.7119950163,0.19925218468262007,35861.827330820255,13498.172669178639,0.2734637898942412,10421.8680609286,0.2111399526120057,0.4720421393841167
repair_only_14d_good_fix,87.8,30.86,0.75,14,0.475,4333808.0,3516342.3338116314,817465.6661883686,0.18862526124562246,36825.55777547229,12534.442224526965,0.2539392671095565,9172.338338516152,0.1858253310072154,0.42518233387358184
repair_only_14d_good_fix,87.8,30.86,0.75,14,0.5,4333808.0,3559926.0716631156,773881.9283368844,0.1785685771812882,37699.45122077552,11660.548779223936,0.23623478077845386,8098.323217129159,0.16406651574410777,0.3833670988654781
repair_only_14d_good_fix,87.8,30.86,0.75,14,0.525,4333808.0,3609211.449619131,724596.5503808688,0.16719627412678845,38597.30919107097,10762.690808928743,0.2180447894839755,7140.8847260151315,0.14466946365508776,0.3436588330632091
repair_only_14d_good_fix,87.8,30.86,0.75,14,0.55,4333808.0,3658818.308123428,674989.6918765721,0.15574979137898404,39484.78985934641,9875.210140653566,0.2000650352644568,6223.388155369541,0.12608160768576865,0.30567260940032415
